,X_draw_graph_fa-0,X_draw_graph_fa-1
cell_108499,-8199.999677713931,2229.6359635399745
cell_106079,6791.55971824498,-3018.7608857843325
cell_105583,-9874.809827414065,3068.52187298572
cell_109814,-13000.461570759317,1985.7699944464696
cell_113017,-10482.39640217647,2885.187048580914
cell_14073,-9011.164455790493,4726.8130128046505
cell_112704,-12049.26955742729,2310.7716067386186
cell_114371,-11879.459525490487,1708.1719994102768
cell_114264,-9326.518752138665,1292.2789675660454
cell_109595,-447.08515180202363,607.2156118531827
cell_29444,-6354.374651355105,-2243.6199235959693
cell_111936,7609.435472298262,-2016.7779859225795
cell_107678,928.8479713930409,-1328.8213741571926
cell_28620,-10942.38977198818,-2904.077910848209
cell_108456,-10864.217947789697,2447.4490952529995
cell_113687,20222.585594021904,-5639.8156481959095
cell_15744,-8484.471481847553,4666.775888196105
cell_106001,-13770.874608720267,2240.005013017115
cell_30484,-2556.751907599719,-1719.323463374464
cell_109835,-4246.555003536126,1140.9490959562986
cell_28028,-10613.924498016882,-3123.0670038854178
cell_105757,-11271.229139761661,2393.8659586737804
cell_30326,-9449.00646270722,-2261.2411934793463
cell_110650,-11444.645403040042,2516.9019519804974
cell_109416,-3780.6008008966005,1494.3956275069957
cell_30094,-5243.815719528574,-1569.02610832789
cell_110180,-5335.999736413764,1144.1148317863215
cell_15503,1582.884466546064,567.7158216221884
cell_15929,-8577.163626438472,4399.379539049073
cell_114002,-3132.837939369852,368.24228522898585
cell_104903,-13355.380848255132,1201.4914556592296
cell_110096,-4718.6254862316555,1056.358000461291
cell_30330,-9982.575791937934,-1341.5526379487342
cell_114155,-6323.692228203394,1028.6431901727215
cell_15686,-8084.154350633162,4840.128753941611
cell_104310,-9509.154942287747,2138.8984193259857
cell_113433,-413.65677320266235,187.8919366965321
cell_29892,-10812.230002511946,-2018.292759510929
cell_108708,8842.368329943396,-2578.1937688384505
cell_111900,-6563.033348973243,2194.6350199512653
cell_110300,19227.846244168348,-4975.161940114694
cell_111892,-10790.980108667747,3400.851607026467
cell_27706,-9014.946607889447,-1220.5084239703322
cell_104613,-10195.823550298028,2857.4566558968336
cell_107408,-10480.08755663273,2792.4197231768203
cell_27899,-3750.526509105528,-2235.7269590572714
cell_105394,-6301.633550398835,1830.4601626238757
cell_109644,-10538.67444061838,2583.79820914525
cell_30491,-12098.409819877781,-1046.5086203247477
cell_14146,-2964.1862454167726,2039.310273616435
cell_29819,-10778.144557306048,-2360.6166477193115
cell_113771,-3919.2437642822274,285.73962494195877
cell_107246,113.98407727972005,142.15977724136374
cell_28956,27033.42266126914,-6026.897501475201
cell_105855,-12292.33758623564,704.698889126717
cell_109996,-11546.742596461656,2390.4399153937297
cell_112112,13242.275770726485,-3802.4212209337525
cell_112073,20147.919165604784,-5333.153584796816
cell_30547,4070.4226801910895,-2708.1327658942
cell_114447,-9863.23095314312,2274.8317404141662
cell_113711,-1454.503216099774,2233.5905173887036
cell_30582,-7449.764783929797,-2647.3266978918628
cell_29806,-6602.348663058475,-1556.9294163575103
cell_108485,18268.03674718109,-6285.628874002742
cell_114573,7490.840004525099,-2084.7300169609684
cell_111272,-8419.84687144091,1505.0658287489189
cell_14942,-10009.685699721562,4468.383657475332
cell_15861,-11583.904446770575,4448.650259508083
cell_27822,-4526.935802746895,-1259.5297740655992
cell_29263,33050.82336490929,-4232.291374478533
cell_14479,-9389.714951155976,675.943161999275
cell_103657,2345.117127710068,-978.9130396422647
cell_29863,15741.73276986453,-3841.735115153521
cell_103873,21263.02721398175,-6648.4727978467945
cell_16253,-9874.141744875826,4538.579119889011
cell_105984,-11114.995514245524,4778.545488637173
cell_14760,-6669.740044164676,2744.2260556076644
cell_114247,21653.075882397014,-6159.800658836748
cell_111125,-58.18799775327992,-1088.1925562008344
cell_112775,-3215.0102566802752,1045.2424215060869
cell_114093,-12051.159470154242,849.0386553141568
cell_104496,-7061.839676913708,1308.2760177031867
cell_105963,8902.356324817112,-3930.945015786057
cell_114021,-10941.731898669424,2693.351407987704
cell_29443,-8996.403584742851,-1878.3685915288381
cell_106414,19703.83970076104,-6129.652681738923
cell_14020,1130.2666375688318,1313.9133023620607
cell_104832,6781.908297414393,-2039.5777466801885
cell_14388,-7349.460160533658,-62.85054336120628
cell_111972,-11504.002086480312,2101.946237640093
cell_108958,-9525.923550189747,1702.4032328032504
cell_15890,-1541.199947743295,-37.97571533900443
cell_14244,-5045.898673931906,2212.201776679415
cell_103909,-10319.820141317545,2847.498228118173
cell_107175,-9804.87120420538,2013.9558285991764
cell_108031,9332.418602439722,-2830.686487420353
cell_104940,19054.539028011757,-5367.668203283342
cell_105760,21630.85706829312,-7050.934093564929
cell_108971,-10131.313191105028,4328.37110982803
cell_109194,-10038.990186904679,3798.244619619209
cell_30095,-197.7467846885404,-1356.7065221119558
cell_107373,-784.8131680636615,2781.671121312193
cell_14924,-6626.4437692863,2682.3443541210113
cell_104610,1330.0194978862744,-1305.569500381611
cell_114522,-13531.899812303322,2039.9685531927014
cell_14500,-9018.449724031407,5196.253803905112
cell_106260,-3289.481674434181,408.23682946917734
cell_108074,16947.135838643444,-5573.587985123609
cell_106597,8784.538186814194,-2772.2206814038955
cell_29418,-10096.221489324358,-1567.2435522382518
cell_28745,-4409.43648030332,-1857.8412311770792
cell_108010,-8510.839671393407,1806.439919318342
cell_29777,-10404.666991972315,-3426.254626169629
cell_15727,-1880.9478371020884,1830.8846478425733
cell_27717,765.6868263831144,-1790.2158255478475
cell_29406,-1054.0892900711965,1096.8248315055694
cell_14558,-2615.3265415208975,473.39788275050694
cell_108408,-10823.964220553187,3041.9487927897467
cell_110754,5133.129299300879,-1630.28805096774
cell_14000,-7490.51699713836,2084.4900950162896
cell_108437,-11431.675163777616,2321.763579697491
cell_28796,38103.683825396205,819.502673728225
cell_28940,-9457.755350853788,-2786.054889482716
cell_28160,2358.284879252709,-2354.2439463103997
cell_15494,-9586.163406778935,5941.345346809097
cell_112896,-9768.345976302115,2953.152134814644
cell_113074,-8313.079711135219,3922.600187183497
cell_110558,-10511.319388359483,2436.8984350368933
cell_113439,-648.7712646232909,922.4881891517758
cell_113269,-9218.36483094943,915.9494649177727
cell_28576,17235.65827130026,-4720.411742528608
cell_112443,-2135.4920157547754,1119.7763976128676
cell_29414,-7791.853088226177,-1958.004951243351
cell_14756,-5933.971523867782,245.69471093600816
cell_112949,-3177.623640622302,1669.8849822139653
cell_15171,-5274.6236186250835,2287.00602732977
cell_105678,-6710.912144995865,1371.2262819220853
cell_103331,-1239.5673319160107,-549.770840662647
cell_113520,-6210.066997831647,900.7303702530369
cell_16171,-6994.460296961264,3764.5581476396897
cell_106942,34512.76418595428,-3877.024638023116
cell_107907,-10817.522541923852,2831.2185068154636
cell_109435,29468.458745772004,-5953.520209194682
cell_108782,-7163.1450575891995,914.6237254867715
cell_105252,-7799.626777571382,1512.2096224042693
cell_112758,-3273.601667533013,660.0753280500841
cell_111433,-3334.4839177417794,335.97887028268394
cell_106492,-3454.8082558147594,1533.9618918674646
cell_105427,-6914.818301054772,1865.2012384634515
cell_103346,1024.2174691905234,164.6982521745468
cell_16152,-9701.711570537862,5133.595705563274
cell_103739,-12860.2776123077,3946.3284309876094
cell_110670,-3081.4725386461614,32.93128493295666
cell_103676,22893.166961716033,-6838.569518741147
cell_114173,-12010.018360669861,2534.5170228402185
cell_112238,-11648.315940371369,409.55105296057644
cell_110089,-13320.846357765322,1127.2047010787312
cell_110272,15313.450228200214,-4431.301966005735
cell_111392,17153.239364781548,-4864.411288725967
cell_112300,-13189.439066401756,2231.9883884429223
cell_29838,-10580.04957191076,-3360.4018590022474
cell_109086,-3737.74429025177,1111.590826416123
cell_107220,-9880.688409921915,2724.1789754721913
cell_107587,-10533.352102092782,1674.7284988464523
cell_111546,-11157.095462037858,3117.9083400589416
cell_103390,-10787.130150308862,2296.5602771193803
cell_28856,-10549.715081767183,-1849.9732872862214
cell_104014,-10724.225218093074,3738.5299158158678
cell_110801,13751.953777204692,-3548.3587267868597
cell_108075,-12936.024657180356,1801.938767156088
cell_103506,-9954.291494958345,1733.9127010797374
cell_108624,25038.98852070364,-7788.412716168595
cell_104779,-10474.200820818436,2495.5545351748906
cell_108944,-9948.675549766549,1777.389857919352
cell_106132,-7536.3900177598925,1019.9532442162172
cell_113850,3426.1034858221246,-1531.3967575058068
cell_105919,-6957.713913736014,1789.702788577291
cell_104543,-10888.126433425485,997.076855678414
cell_16257,-1110.5885871142432,838.618517380409
cell_105324,-11064.588499204709,4905.910673301971
cell_110410,-2882.307129717158,1002.4235241556652
cell_108116,-10020.821287641014,1926.7412661441024
cell_105127,-433.5370412814886,-304.1719530974911
cell_108418,4023.5502417841617,-907.312626036276
cell_107449,-13037.411320074498,1829.6439340942309
cell_108068,21179.268058764228,-6767.34372847252
cell_27872,123.7369032195737,-877.3459015850698
cell_13991,-8276.206255386858,2985.586727150374
cell_106968,-7418.131621664124,2603.3146231083265
cell_15440,377.65994691731373,538.9615704573807
cell_15411,3654.628398381616,-2165.795077002878
cell_103661,-9424.47650138506,3940.99904180463
cell_110758,28759.2120242845,-6630.498567508529
cell_28459,-9100.565920483714,-2136.6442449013484
cell_15149,-9462.90084833076,3390.628184571088
cell_111048,-9007.873167528727,3505.1397601066906
cell_109980,2627.4926977924692,-1466.595312605229
cell_15341,-6569.560369117599,2469.741931925614
cell_105911,782.3253817946037,-913.285564698048
cell_114575,-1304.5035394019194,-54.77898799921618
cell_110652,15547.614460492872,-4646.265736326384
cell_104361,26395.646582401274,-7474.84909713053
cell_28854,-5851.724751341856,-946.5033725173424
cell_29629,-5523.378100698694,-2044.5641358568453
cell_30001,38212.547848508075,883.3986053481194
cell_105107,-13871.007045144877,1738.0851914154835
cell_112974,-4886.03139863637,1609.1201971192024
cell_113454,-9401.637291107185,3287.761943069386
cell_15834,-11333.139129178946,3769.5911933009406
cell_106613,-3875.2114207211685,-107.98796656493148
cell_108469,231.90043391089048,4865.357540516114
cell_110554,-11250.142138506892,2564.110276486939
cell_113094,-10851.120403367833,3027.8510436297847
cell_28021,-10073.097396365818,-1752.9416553486483
cell_111868,13379.581689992196,-4366.399737491484
cell_107317,13831.883696766534,-3850.6807846666525
cell_27723,-3954.3282028803665,-1800.1398596323688
cell_108878,-12358.196089044472,2120.1542495933627
cell_105122,-9425.888785395782,1588.234135261792
cell_107243,-10008.889492842529,3287.1598733689157
cell_104375,27557.25554143289,-6725.892737490466
cell_109091,33310.31666103201,-4569.08472124486
cell_15510,-4944.650017245293,2140.349695355687
cell_111032,-1903.0028051769252,720.3164863088658
cell_107184,-11118.611489516732,3128.283421554871
cell_15769,-1841.4954419879225,1411.1954451343759
cell_107049,-6374.76329168569,1966.6932452661947
cell_110706,3860.595448987804,-1475.4160587203
cell_107775,-7485.430558083549,899.8606950245214
cell_15590,12531.376954799589,-3461.310332466825
cell_106123,24475.78015511686,-7722.937178822095
cell_29240,-10297.968845563855,-2751.8723690934357
cell_112011,-9699.429586666687,4194.820602746849
cell_111456,-2397.727360016633,957.9959477314341
cell_15203,-11852.912667358105,1877.0789468996634
cell_104789,-3290.7252405557288,767.6820058503146
cell_109715,29167.592814974145,-6646.353905014232
cell_106700,-4768.862618785977,2232.9955543411807
cell_106978,-11159.997549173824,4724.597857969313
cell_109995,-7404.526504641936,4579.555230675906
cell_15800,-8163.984707518667,4239.148220976413
cell_14168,-9759.068883209457,5018.357596706771
cell_27930,-9945.30833366691,-591.5932944579991
cell_109213,-2471.801425962877,823.248464635833
cell_30443,-7404.527678647371,-2066.46761171476
cell_104382,17229.755414163435,-4448.726173236237
cell_30164,-9841.129211421225,-1812.7717531376138
cell_114515,-3163.000858539816,639.0754071905618
cell_105452,-10928.152061232064,3522.7711232923925
cell_106136,-13643.167860621877,2230.8343768279333
cell_29592,30372.739414455355,-11147.292887815769
cell_14373,-9537.340747409997,5461.063995548954
cell_106309,-11282.158846715674,4230.737961927355
cell_15115,994.3836817499515,-560.4487161806139
cell_108227,-1768.0250270365616,2255.4204989786144
cell_113664,-5622.91452510208,838.2936228016267
cell_29061,-8375.406380789751,-1730.4882946919813
cell_113640,-11384.184035006867,1590.4522184747505
cell_104618,-2300.381048347605,367.5281122307738
cell_28193,-482.0699330322504,2637.4211550914115
cell_110339,-10990.545036148817,2173.1114303627423
cell_28239,3871.148940635396,-2414.7184118562514
cell_105681,-12134.107525650941,1713.9254619916808
cell_113019,-9489.782921256585,4397.335817085804
cell_114205,-13315.865323143385,2051.427194721299
cell_15096,-5867.355230201408,2955.026140938269
cell_107665,26945.9703808083,-6204.841991657145
cell_113634,-9978.168654300878,1356.1353451083148
cell_15293,23547.803896282127,-7181.172150251843
cell_106281,15944.151314438213,-5382.436304155732
cell_29130,-3661.086695126992,-2240.1666984297512
cell_113364,-12755.5709902539,2741.4314096996877
cell_29334,24301.494793289294,-7572.65855833915
cell_109886,-4441.305394739894,-296.2297202047496
cell_28348,-11515.010168023142,-997.1496202558967
cell_107820,-6784.269502201156,1058.4819324275404
cell_106790,-214.10623312197714,-662.6765857640042
cell_110547,32451.576279874742,-4653.704786004594
cell_14386,21164.66360787053,-7114.9926668407115
cell_104975,-12001.075911612777,2178.0582465816096
cell_15925,-10485.910030926578,2149.7607664695474
cell_108390,-2540.4866807969224,57.78109780134318
cell_109754,-9639.323198979733,1926.4543399409777
cell_30108,16494.539128913264,-4846.396652496205
cell_29775,-10969.234175135782,-2953.855366486242
cell_30147,-5719.086885232624,-1913.1550836012386
cell_111157,10466.11246847297,-3177.5960806073895
cell_105895,-2780.685422618502,246.3605966943716
cell_113218,-12200.769046384505,4478.999351722601
cell_109542,-7986.105065431641,1429.6398493905747
cell_106926,-3031.1298413434297,-88.48930297926724
cell_106639,-2689.4961578976126,2137.441518992319
cell_110437,12431.447384909085,-3762.4912952417485
cell_104119,-10981.690272677622,4860.3555109792305
cell_28990,13486.612589800785,-5005.306891251855
cell_30537,-11091.817105143473,-2535.3071674830303
cell_16172,14834.852252304368,-5444.93526734434
cell_107830,18406.796364888865,-5715.634619767075
cell_105904,-10832.31543858813,3308.4600642333726
cell_111374,-12743.015770587615,2355.6056548666525
cell_14353,16842.439302720606,-4602.901324934556
cell_29919,8048.630227301851,-3274.6776140625607
cell_29213,-6649.722123319539,-2904.145364810916
cell_109897,-12719.19592184461,2025.455229818122
cell_29857,37896.83894046857,587.8475225915222
cell_110381,-685.3065069719461,-138.97940749343562
cell_16011,524.4757396149778,-353.4844530924565
cell_106929,-11900.449326600912,2314.735687378479
cell_13986,18302.976490422072,-4698.052445401431
cell_109058,-12045.133496118715,2262.9186942797296
cell_111991,-1439.6986617490038,9.443108988233556
cell_27821,-11118.15821317684,-188.92583791288476
cell_109291,3041.8429753485666,-314.144143189681
cell_109089,-8499.777842542002,1090.2767772669793
cell_108022,-10543.464362630468,1619.8286210514168
cell_28642,-9264.204808119628,-271.2074502507732
cell_112959,-2554.262466708728,1604.9505657713912
cell_14584,-9121.174253025207,2996.256983165019
cell_29037,-8931.844978498137,-897.3988521042297
cell_14096,-423.33061112186675,1232.1395150800222
cell_104468,611.7943121409671,-686.8626136788582
cell_111052,-4523.267142827835,2025.4029503270747
cell_29827,1243.5814255418006,-1982.9063178222443
cell_111318,-11547.164339104507,4184.298848575984
cell_107345,-3892.513263470455,784.6565693011266
cell_108798,-11417.153454708952,2192.4616805145183
cell_14053,1302.6831669793041,-430.90705056967107
cell_111010,3055.304414441881,-2141.6869452068495
cell_114131,-5352.552122833661,2623.829205694526
cell_14414,2115.342474695897,-346.55334335616885
cell_113459,-3613.203698495193,696.9210103638552
cell_15733,16841.860075972156,-4664.478059490121
cell_111276,-11430.712965298513,2976.087369376999
cell_29449,-8279.281688747285,-2774.1132288870167
cell_108356,1743.0791934731171,-588.539503157468
cell_106828,19071.160738524686,-5149.974631535286
cell_30219,-5339.275721534935,-1538.6811100428836
cell_104711,-12734.28909238422,1507.128397743622
cell_113114,3514.004259062154,-627.8920405935575
cell_110120,-11385.008814685345,3204.9278111761278
cell_16093,-1117.1400114245548,791.0678463624644
cell_110072,-10936.885877408798,3745.7444153055917
cell_107926,-8344.174368150503,1140.4577185740206
cell_114004,19076.237844078136,-5627.482685733037
cell_114494,23600.798990950596,-7089.952710923131
cell_112361,-5173.429836378735,1791.0327858551964
cell_104467,-9726.308366941625,939.406285122525
cell_109611,28125.32132671602,-6038.815203208184
cell_111019,-2423.6539013446068,1289.4370852872828
cell_105661,-13394.200817584966,2797.938902048537
cell_14954,-4129.275888013007,1764.2062670141036
cell_106393,19739.8081926735,-5173.067866855462
cell_29373,-10918.662755767362,-2322.888663240901
cell_105051,-7825.761454319276,3354.389286111566
cell_29286,-3302.5011952221707,-1244.1714928965332
cell_111115,-14022.994756621596,2020.3464919149822
cell_110245,-10693.967238803787,2712.936745411621
cell_107097,-7205.760959812056,1493.4641776654362
cell_110660,-6239.367205383182,1750.1332337748495
cell_109780,-9943.440609498819,1490.9992609292228
cell_113298,-13440.642271656276,2393.0736954472836
cell_113884,27767.10753884011,-6103.919750791819
cell_110145,20290.12350885774,-5418.909482228466
cell_111757,13599.759608080065,-3682.261327113184
cell_112057,-12031.232983107635,2644.861435171143
cell_112125,-3134.981458556529,418.0939943709809
cell_111034,-13188.624885893041,2024.7434846171222
cell_107824,4528.860914419869,-1827.941469958324
cell_15459,-2657.335269439825,1162.7621779462268
cell_105102,5652.607755420508,-1245.5036566074193
cell_103347,-11365.473022676091,2152.433475016936
cell_27870,23928.67385021798,-7860.017671708278
cell_106710,-5488.890701737396,1890.3327013885726
cell_14152,21619.75717869694,-6027.210538752312
cell_111950,-12090.688131837163,2313.1951435262754
cell_14863,-8409.914974723546,4380.814265944667
cell_108523,-10014.31683314449,828.9037535401623
cell_110175,6119.225020824399,-2892.3463577094717
cell_14004,-12060.467949465852,1446.1117441375306
cell_112921,-12781.121240485349,1833.5501203292056
cell_108201,35286.314008630194,-3126.7200656003943
cell_14401,-6490.454062092979,2424.7285068929377
cell_14777,-2873.8120277641196,154.53632469674952
cell_110287,-4900.384968370812,1816.1318874008764
cell_28816,-10723.55705298975,-2225.8572746914783
cell_104363,-1978.0415858297815,-400.3721416907515
cell_29670,-10982.321992656505,-1198.1937451428041
cell_104293,-5181.909511182307,1144.3520375007492
cell_27773,-10792.782004754092,-3324.0849201751043
cell_109743,-4216.744529550724,565.7745861000338
cell_110147,17875.057878289375,-5223.499382773671
cell_111038,19.326277243570015,777.2218510609814
cell_109351,-4371.720214176112,1030.2093928223676
cell_29676,-227.2795398746174,-1961.3684370988128
cell_105498,-9368.669167006143,1618.8145414889243
cell_112480,-882.3410154714658,1276.6277416793826
cell_104865,-2408.7088211310365,510.3322486505403
cell_103983,-1536.8589841229898,2353.641554037446
cell_15805,-10063.879293282795,3412.2920110843984
cell_109210,-5110.154384886173,1460.524210150732
cell_27730,-3101.2263669553467,-1509.6201562896813
cell_103315,-9906.480581976974,5477.437992054831
cell_108713,-10183.978686151799,1698.6748506238564
cell_107813,-10327.78061093422,1376.999317756415
cell_106394,24587.72495001897,-6931.963955322262
cell_108690,-9288.949219649641,2669.477174451641
cell_105158,5811.804997176232,-2472.6070164813564
cell_111073,-10721.596579438077,3212.0495911745493
cell_15721,-9591.196745048932,2444.7618827374463
cell_104877,-1587.5496155217531,-248.52756707896106
cell_29885,-1326.6435873962419,-582.891421645173
cell_29093,-8749.659179442535,-2911.460681982914
cell_106461,18649.930541397196,-5637.723520171618
cell_30387,-1674.1224390700504,-2015.1105202692731
cell_104794,-11323.026936108861,2970.717296607442
cell_104156,-10478.606963775039,2736.3332165690554
cell_104233,-10808.03745239246,2894.963354974677
cell_114481,-9876.866424366228,2596.4969742118374
cell_113450,-12558.992601735345,3011.4154376456586
cell_15407,-9303.02859398372,5260.713186686358
cell_30327,-3204.534629338026,-1452.657889263989
cell_109263,-6962.8369843315,1938.5234421169655
cell_112186,-7972.638001827734,1888.2945810408032
cell_16107,-7365.606042870836,2276.6264765732517
cell_112170,-779.7995823706766,-254.94819210019324
cell_107232,30699.054756406855,-5323.219545140461
cell_108015,-8244.873543068428,1755.1502709463587
cell_108309,707.8835767845003,-640.3230101919305
cell_30042,-10172.285734141264,-3391.5065329390873
cell_112330,-5541.884682491986,1245.5335964901822
cell_15843,15016.941535927672,-4519.935954351173
cell_111354,-8240.312560668184,2318.966325285396
cell_113300,-8139.111936844969,1200.5287594976837
cell_28945,-9082.572898623479,-2309.033249875997
cell_30041,-767.6728570117799,-1346.0550164784793
cell_113788,-11346.957010798274,2038.1736842093953
cell_113107,13432.630641222393,-3838.5468965991495
cell_107216,-11735.355782970773,2582.0447008356336
cell_28051,37559.92617876817,50.02194779056856
cell_104659,-6518.933122880779,1443.2539665664356
cell_109523,-11038.214341924073,2438.749620759423
cell_109541,-10960.894107611086,1582.0777100289986
cell_106907,-9575.954152444165,3271.320268261237
cell_110385,-2126.4771216018653,2734.3749885348384
cell_14974,-10937.946316971234,4446.6574393526225
cell_107576,-5739.2653662105495,490.99795400988904
cell_105616,-4528.8350566192485,1483.3606720517482
cell_109999,2443.6706922226335,-1539.19454257621
cell_30336,-6275.564442335294,-2181.407193859896
cell_104675,12934.365896792599,-4322.587410789182
cell_111041,-1514.8431191260613,2050.516605355809
cell_106956,13193.600612572855,-3619.602861074364
cell_108093,-9006.790499021337,2823.9615733736437
cell_114348,-11834.128613185865,3397.976560083515
cell_105917,23652.51187922811,-7224.658622322477
cell_111776,-7151.66631356256,2375.903516960323
cell_114285,-10876.319976537308,2985.513137315812
cell_111714,1265.0125129805645,-610.8772240662882
cell_103939,-12593.102178851555,2121.439640376425
cell_27893,-1165.5510880617558,-1088.5498616586221
cell_112633,-10701.6209795045,2053.3753862469785
cell_110983,-12165.421373415387,2333.9132958806235
cell_110302,-1357.340610070712,66.27193240916915
cell_110820,-5413.154788998015,1428.6749408032374
cell_107442,15280.5691485105,-4332.618729200952
cell_28451,-9082.713993957756,-2803.979156087897
cell_114370,-11726.811201375927,3212.0652621121994
cell_109682,-13673.637045490968,1566.7156033395718
cell_27780,-5799.777819784025,-547.5565226553524
cell_103769,-2038.270834426556,-329.03611898985685
cell_105899,-11663.308017894113,2873.803939579807
cell_105656,-12909.894281102923,2190.1444365303782
cell_111827,-9667.996627256549,2639.9727321227992
cell_28094,25446.105054199208,-7935.468324395698
cell_15326,-5267.632982290355,3409.1631762290153
cell_108882,-12944.202426838068,1859.4950486884313
cell_107105,-376.5779855610798,3905.44133237594
cell_29723,17567.80783482935,-3787.810598854589
cell_104325,-10443.952751839299,3134.441382008823
cell_113291,-1485.5161773473799,2233.3404106101484
cell_14161,-579.6903170247745,352.1050917326254
cell_113264,-7733.140020332831,1323.7087434448106
cell_107975,-10903.203720946225,2623.379415958025
cell_111333,-5169.5322299590825,98.17278595140067
cell_106022,-11261.660188074975,3086.978045582966
cell_104490,-10305.232244771069,2466.586323182965
cell_113659,4466.558940315708,-893.0420338619654
cell_16103,-2640.009331901427,1272.8094060021558
cell_113475,-11455.231571782699,2181.179736430815
cell_106286,952.7028343434439,1318.510384943222
cell_28304,-10720.964553591866,-3440.183525585243
cell_104732,-6099.7047086923185,1644.7233463567475
cell_111859,-4560.163636505741,1152.9966608700565
cell_106751,20716.25054529589,-5621.156095429098
cell_28986,-3256.781802250734,1070.9042495429608
cell_107150,-3009.5141562067847,823.55777767767
cell_28248,38514.74744144869,1223.8351638647237
cell_108179,-10769.920853507161,1318.3969436676468
cell_29425,-10104.148260096545,-2430.7636043181033
cell_109003,23355.240304629584,-6395.02319597211
cell_106355,-9264.44126967759,626.2695505190065
cell_28649,-10022.514258814901,-3142.056784824101
cell_30576,-11117.83990342997,-3082.779945987834
cell_105499,-6941.051666290092,1312.689713903321
cell_111725,-2450.513611613868,-97.39933738818395
cell_107551,25946.382512280234,-8499.702209112857
cell_107235,12214.503649918515,-4302.549386791345
cell_103366,24467.92864794265,-7379.88854219393
cell_113836,-12185.426055911708,1971.132665514097
cell_103351,-11763.343776767877,3129.0402645968375
cell_29621,-7546.172372418969,-2540.827456232425
cell_106474,1497.4083473405983,-993.154967984837
cell_27818,-5177.506303104054,-1375.5167250145398
cell_112043,-12832.236781594407,2126.8312924565234
cell_103539,16932.754296600393,-6054.5360063375365
cell_106029,-243.97794305681686,-918.5749204649068
cell_110540,13860.484803887057,-3763.0808683587697
cell_14731,-8289.893623243066,4567.429413051411
cell_15548,-9200.981025510948,5678.0290220208235
cell_105813,-9086.721363322129,1262.2041501934582
cell_14803,1578.657195552995,-619.71640874979
cell_112926,-12722.868181410007,1862.6099374730175
cell_109378,-8353.367996780562,1924.2321363983185
cell_30482,-9433.181344896886,-3173.6474199490845
cell_15490,-11686.849881190332,2089.636680430463
cell_109806,23517.100307063207,-7411.054397665524
cell_15592,-9056.72300770833,3437.809148468908
cell_110244,-10292.283459502112,3499.1978986249687
cell_106747,32866.643956118416,-4202.823051717441
cell_110216,15514.042307945843,-4904.362640112196
cell_111429,-5255.080005423569,392.54080703263713
cell_29154,-10194.524072800665,-2543.1715206645495
cell_114291,-6507.465787428976,688.8390464711131
cell_29039,19918.71684551875,-6324.951514344672
cell_103834,-10524.769751021417,4446.110316172089
cell_28742,-6702.615174196709,-2084.0221505510967
cell_111161,-12800.377707864445,1501.2224055037843
cell_30163,-9924.928294198702,-3182.39992401413
cell_103746,-10629.022307051722,3644.0209484966576
cell_107456,13422.18983937927,-3687.1131607227526
cell_28420,4575.6291340285725,-2334.2727178462756
cell_29794,-12011.305657960722,-1337.4886735787793
cell_114114,20552.559510419225,-7457.776362096713
cell_108378,-10846.05215546946,2947.906936935776
cell_16208,18428.56631963147,-5066.429934358211
cell_15835,19197.74505950215,-5497.098388252643
cell_110467,21422.907518129083,-7217.826368219746
cell_30448,-6520.1520790393,-2480.3267785344938
cell_112164,12555.194504914347,-3702.608207972717
cell_107122,-12417.225670195772,2191.705481213341
cell_108639,-8430.284169894043,2460.919656880057
cell_30394,-5123.724885403332,-2302.0497701662666
cell_15025,1034.5200855903481,1206.3346880012411
cell_104154,-502.4140998137574,391.5123190404568
cell_29886,17694.18491620363,-3721.9024582387974
cell_109143,-12262.464904637181,2400.4372732640554
cell_108556,3941.3239741080865,-717.2305758677502
cell_103447,-4068.511733588253,631.5580108797393
cell_29788,-4234.368927060392,498.3938195895594
cell_28087,-6957.7999758676615,-1033.6417879047074
cell_107750,-12725.176256135637,1970.578681186907
cell_113354,20588.603984726524,-5463.322969893927
cell_28754,-10669.748115584145,-3444.080486870544
cell_106165,10838.833217672693,-4182.66910903298
cell_108427,19744.657385503197,-6477.742747446442
cell_114429,-9559.8713449442,4110.038029717456
cell_114446,-11625.592749703426,2790.3051719578193
cell_104802,198.15027601606937,1043.4943915274353
cell_112020,-12652.305175984266,1983.0867625988278
cell_106459,-10270.442237619096,3235.569128730433
cell_111481,-1317.4202387538703,603.5150889723734
cell_29279,-6900.960820637856,-1862.3019915071443
cell_29743,-11236.83622187122,-2104.184365847244
cell_108258,-13198.508335576475,2524.071417924043
cell_110013,-12628.4276479785,1678.4881190317985
cell_111937,-9954.286508746512,2431.2903233168736
cell_107372,10023.661933768288,-3051.3825620179678
cell_108590,-5232.159403602747,300.9587811064324
cell_28537,28012.840378528163,-5967.9547928701995
cell_109832,727.1252065702679,-1280.4576056003004
cell_113541,-9166.664888220701,1466.9905160870553
cell_114126,16337.178287555867,-5553.221781451078
cell_16244,-9453.683844391839,2953.384299491753
cell_110894,-11579.544718218449,2327.0368177735395
cell_108246,-4268.373949774454,626.306798536089
cell_106798,-11106.897573616576,871.0967410740659
cell_29767,462.6017874167764,-2131.7103283853853
cell_27760,-9718.996431259113,-1584.725888051715
cell_28346,-5538.605489199268,-2354.0116431138704
cell_29805,-11135.371822462874,-3150.668221576781
