,X_draw_graph_fa-0,X_draw_graph_fa-1
cell_2037,-1051.3478950767176,-1423.1145744315895
cell_1566,-8535.093585719555,-726.9085453703032
cell_129,-10592.343637488864,6001.008194228292
cell_1656,-9406.358777433767,-282.08426320462235
cell_2581,-10589.036669887879,-652.0463886193031
cell_2256,-1888.7524772490528,-1056.2641448665888
cell_303,4094.062799888529,-1118.0990205737842
cell_293,-9850.716587394389,2982.561122297151
cell_1695,-9674.542108306487,160.5304323060522
cell_118,-9164.10012005498,5921.932686202323
cell_2297,-9990.062238336144,-669.3935315054688
cell_230,-10804.130080082548,5293.620956381474
cell_1484,-10711.72978659716,191.80367629252964
cell_2599,-8733.698160901393,-92.4270562157084
cell_49,-7257.415424973829,4895.235542925999
cell_1565,-8733.901890827186,-1726.7013772561945
cell_2362,-8820.588993505387,-670.9097375107733
cell_2427,-11157.854354994424,1743.1303258107596
cell_268,-9115.07476154404,5951.097808016258
cell_1468,-10786.449648152959,-1619.2645499436526
cell_2334,-10304.797524868853,-1532.5982816866394
cell_2446,-10993.862712174068,-1164.5797667804443
cell_2519,-10581.882527168753,-1410.941708292455
cell_1684,-5345.373185313623,-87.50422628588441
cell_1,-11645.28765896123,5816.304747340032
cell_1698,-8694.889852191827,-1408.9062566794978
cell_264,-10909.416784684989,5990.916074420415
cell_1544,-9562.47278290498,-1138.1171381555782
cell_1729,-11043.656033405787,-891.3449962419794
cell_226,-5680.0103157608255,3044.0723110774293
cell_1460,-10469.01647177687,-2102.904064548265
cell_289,-11105.345193877123,5125.634426272009
cell_1911,-9216.883121699824,-956.4960957869889
cell_1951,-9739.898272151018,882.4815820901376
cell_188,-11910.801415178745,5790.334438604511
cell_1819,-10225.455871152039,-1598.5034402373963
cell_2387,-9898.018559273958,-861.307789206926
cell_1896,-11357.939974822082,-390.90465196961543
cell_2138,-10284.043048910271,-2064.330837048868
cell_233,-11283.991816357906,5582.871241911176
cell_2300,-11376.081073095513,-531.2271588337665
cell_2249,-10384.96990968708,1067.9452777712431
cell_1488,-9778.15698463394,-1260.6588119928754
cell_263,13677.8219023861,-4337.407611937472
cell_1631,-10515.274032313255,-1609.8283898267805
cell_1705,-9048.021166458419,-1773.454302814671
cell_2092,-10629.86647164308,-535.229014757156
cell_2657,-10318.05370056457,-2182.8102282847494
cell_1609,-7416.549732144221,-1291.3934854335935
cell_276,-3806.5546436151194,1332.3626000710747
cell_2557,-3983.665063750918,-590.9424584702366
cell_2254,-2779.428250234432,-1089.2839603298078
cell_318,-11173.640052939689,4637.974845831295
cell_11,-11703.967599365833,6112.290152435877
cell_2027,-7395.4831391406915,-615.5355788157764
cell_104,-8240.23879111953,5441.819020623826
cell_2430,-8960.880375475983,110.14912059328104
cell_1757,-10033.385195151288,-1043.9000711315339
cell_2316,-5543.7243519546855,-1166.0042641424968
cell_29,-10846.04514231648,5517.759780741978
cell_1968,-4554.46259614821,-1011.9962798962841
cell_2212,-10737.960966808458,324.2529678400555
cell_74,-8300.48639965156,5632.941708901976
cell_1963,-7997.840214631017,-426.69307267449693
cell_2435,-10258.972981960771,-2026.0896670378067
cell_2179,-10338.81262910829,-1310.9384309721577
cell_35,-1632.2819306495974,1479.133131121328
cell_2061,-4271.54100130989,325.95548814046833
cell_1709,-10411.8883437743,-1827.6115008242239
cell_1898,-1402.3155330826723,-468.95446432227897
cell_1657,-9771.147723857412,-147.36334041829645
cell_189,-4282.161590104632,2234.0820518941887
cell_2544,-11104.856462045207,-1282.7101106567955
cell_1543,-10671.57184895298,761.4948759222335
cell_309,-9281.780812718818,5067.803119497934
cell_2506,-10296.622825533495,-1199.0271759780492
cell_2245,-8656.077030492084,-1578.8465988563244
cell_190,-10548.434062214008,4052.5144731765727
cell_2383,-7368.625403606612,553.8712031453736
cell_2238,-11009.52234953445,406.82591728661663
cell_2137,-10191.293219587751,-94.96402819957892
cell_2566,-10278.897941248753,-580.4407287324584
cell_1893,-10467.138475988422,-1050.5808853245035
cell_1974,-10884.68383942571,1463.1551819909491
cell_209,-11597.628783707994,5759.105933704465
cell_1661,-847.8988540793433,-1376.8050718139145
cell_1686,-4897.870988313344,-681.0371106749867
cell_1839,-11538.220860969786,-696.9606558316492
cell_173,-9186.591792113486,5103.996262291472
cell_1699,-6215.326462602796,-1101.1684646141753
cell_1746,-10564.474973530874,-1215.201921301478
cell_1714,-8718.29470847992,-1070.852301235283
cell_1918,-9843.76788689809,839.6359880665356
cell_80,-11149.169135972761,6027.09150005563
cell_2571,-10423.31809974321,-1350.131671637473
cell_2289,-9295.492271901021,-1363.9764195543803
cell_277,-9432.24571427494,4671.989617263361
cell_2096,-10893.227008114422,-1603.5126112716666
cell_2207,-7630.918259713201,1507.7093121001287
cell_1990,-9594.670859280992,-1293.696113668486
cell_117,-1972.9113148221238,1659.5587736506513
cell_341,-10207.45438781574,6180.876253414329
cell_66,-11413.651522389056,5979.512424406841
cell_2414,-9751.129798434684,-950.5518026174857
cell_1965,-9710.82643065784,-1781.9157543343892
cell_2412,-3885.8620803357126,-987.4298605252939
cell_2632,-10649.961496172611,-1205.771632442174
cell_2114,-9497.405215142098,-1441.611651937028
cell_63,-11739.127973167158,5706.227816776725
cell_243,-9535.193966132192,5948.090916984369
cell_1664,-9821.27794529724,-56.26613801746755
cell_1970,-2047.8869033914898,-921.2424546494568
cell_2576,-7941.006740608015,-1354.4486847886321
cell_76,-11443.996847116094,5377.19485757722
cell_1884,-11166.773931136955,-1110.3777265375606
cell_1493,-9058.78825535759,-1119.254037260681
cell_1559,-8981.811159979892,-430.95082993691983
cell_2413,-4331.842319922895,-174.73325959278554
cell_223,-8348.10664629872,5754.063607344138
cell_1696,-9248.783344981328,-498.8982900268562
cell_336,-2181.060452575404,1816.4065602795752
cell_250,-11294.822561163646,5719.354476640788
cell_120,-9570.529590050997,5769.082436173109
cell_2175,-4795.024963195853,-609.944311939721
cell_2195,-11150.97925682398,-1036.2854340371541
cell_2173,-10694.321435717282,-1771.1294572681336
cell_2331,-8923.101299714188,-1055.9147823508856
cell_1795,3654.66740090264,-2336.368188437548
cell_1477,-10747.135777727872,20.832891608194917
cell_145,-10409.456833905131,6050.3429522695815
cell_33,-2347.8449676910755,1821.1271201991242
cell_26,-8020.899877521342,4537.712908392514
cell_2402,-6642.822862759949,-366.99234843091875
cell_1844,-9309.348449943858,293.84605048368843
cell_2452,-6153.091657148812,224.48321545769173
cell_1849,-7900.563548183918,-1763.4166819308068
cell_1540,1080.8095337979073,-1702.5918290323798
cell_47,-2434.3083541268543,779.4558485139755
cell_302,-9789.631630160635,3194.8812418169946
cell_2182,-9487.023007414637,-1269.367944310059
cell_2152,-3740.861800825315,-675.5775418510343
cell_2301,-6017.407155181998,-247.0530181768132
cell_2021,-9537.129992594386,734.0514076154839
cell_2615,-10859.614248875961,-379.0919232456743
cell_2462,-9659.746957481733,-1512.1559859987265
cell_2265,-6616.909923746644,-700.0614152004795
cell_2236,-9690.799699702775,-1335.894989280852
cell_2251,-10460.620568469585,-1667.4049456517641
cell_2642,-9574.564787853442,-742.2378778233223
cell_238,-11341.990400427187,5636.6358556062605
cell_1672,-8500.110563180728,-1233.6361690849003
cell_2052,-8763.203881473728,-207.30649337694277
cell_2120,-9569.537786760451,-248.86189928177038
cell_1945,-8118.033451059989,-545.8446320588922
cell_1649,-9822.126422681387,66.56358019466138
cell_1650,-11259.610502799062,-2225.5039967924235
cell_2121,-6458.82481989681,1229.892182328274
cell_2534,-11032.860888855332,-1565.8109260447518
cell_1464,-8881.855707322959,-1749.8163730200943
cell_2650,-9771.362533468535,-1322.2250867539651
cell_2351,-4368.729992800759,-679.6415372505516
cell_2296,-9146.074413889464,-2464.845811373841
cell_181,-10518.035607426791,5936.923515517075
cell_2366,-1391.311104999255,-1248.8712280238253
cell_2135,-9304.248409460362,-1276.1496369200872
cell_2117,-9261.483764305029,-622.6628559851858
cell_1585,-10986.5684338908,-1410.0072558981494
cell_236,1900.4695245201522,301.35241535151647
cell_1483,-10042.230299128789,-1700.316056424577
cell_1465,-10128.82976228482,-1089.1837343723198
cell_1926,-11243.930485011473,-156.5878859878718
cell_1614,-9408.868093698411,-1770.2186641802682
cell_1623,-11301.105313256518,-489.98536173727695
cell_225,-1465.6157632215102,56.678556553635346
cell_1790,-8610.372926894643,-366.14526872015364
cell_1481,-6627.403182729188,-666.0143839460368
cell_2097,-8549.318183277011,-1354.8088258085659
cell_296,2698.8042489904196,-1550.4734297248065
cell_1783,-10461.330163317065,248.29321532575446
cell_1527,-10421.805854524993,-1021.1687460272893
cell_2006,-10767.373579888295,1077.9401758899223
cell_2285,-7659.575133107454,-213.03268160336933
cell_2489,-9311.180618896951,-1332.7548948970996
cell_1959,-10022.13315900483,-2596.361355255841
cell_248,-6517.447058615312,3913.4009342724244
cell_2635,-3815.5541858703878,-1615.7982718314759
cell_2270,-4153.079918750385,-1567.013008196252
cell_2342,-8960.176621098242,-775.5477223447645
cell_227,-2149.4051635818428,212.74172064968027
cell_2486,-7305.903503843972,-561.9320260118647
cell_1637,-8910.465664477253,-583.6621795964412
cell_2155,-8831.673588184316,-1203.76840307613
cell_1646,-10096.962310739844,-2612.9675149442523
cell_1921,-10236.958110185931,-590.6161083698074
cell_133,-8877.164865522554,5775.69356698047
cell_1978,-3469.446925262108,-1378.1730459588675
cell_2156,-2450.2291388859835,-1183.680393513767
cell_1579,-9364.608466058937,-519.8764698754418
cell_1499,-10361.460469974129,-1146.6742282118905
cell_1803,-11549.678451239108,-1592.4630030269268
cell_2007,-8712.720083560895,-1243.5885523644945
cell_2283,-9565.839276519695,572.751533963175
cell_2556,-7598.338568010228,-435.5421158441703
cell_2629,-11198.76906916146,-70.73877243514114
cell_2229,-10726.855711613158,-653.8448125903828
cell_254,-10027.375545569696,4920.061161197185
cell_2317,-8690.716214053873,-1483.2258314266815
cell_175,-2813.6279602607815,1837.5927322750365
cell_2271,-11196.613323385509,-1161.3740222789713
cell_1728,-9235.382121044937,-2927.2856545160457
cell_2444,-7115.984469626595,-550.540814395014
cell_2631,-9684.600310371043,-1460.0047253380656
cell_2308,-9245.848914501215,-1427.2919504829497
cell_2620,-8454.21965037507,-893.0253483320186
cell_2396,-10837.131220044117,-1534.5305677501221
cell_279,-5623.868863302426,2762.905232400468
cell_2418,-9945.508235260542,-1262.0300793654258
cell_2428,-9993.127246555037,-1587.8547545018682
cell_1454,-10644.628118435288,259.2788574611138
cell_1603,-5945.820714148571,-484.70266020364784
cell_1937,-10351.961647917184,819.4522332590591
cell_2579,-9732.855823637443,320.1426328096273
cell_1762,-10714.373314046083,-1540.094117636577
cell_2153,-10822.576444896462,-399.30771267348194
cell_1770,-10765.871703373261,-1319.7375001997877
cell_1753,-8541.950576472662,-1523.2625702240769
cell_2485,-10641.972771697194,-365.50702854007926
cell_1467,-6236.828401768186,-253.33794017981137
cell_2424,-10840.360430256489,-1446.5098446522948
cell_1748,-9445.391731520327,-581.9067500957584
cell_1856,-10807.06744693697,1444.9934606690038
cell_2464,-9541.694143946146,-49.97398973971697
cell_2274,-8715.806680778009,-360.5024640103987
cell_79,-11737.2853212961,6058.906572127074
cell_2530,-8487.522005333512,-1133.6527424443816
cell_1756,-10938.519362692632,-13.687430495586362
cell_2468,-9561.525498140862,-1492.048074626052
cell_2174,-10544.616831317044,-2120.5453957650498
cell_1563,-10192.436094264538,-2733.6652841545024
cell_1636,-10190.375412494794,-598.09158117416
cell_1724,-8379.98968052973,-1773.557214826025
cell_1789,-8555.90043734753,203.6405261073228
cell_1767,-10155.943544437841,-1248.127068469161
cell_2540,-7260.117640062809,-1116.3423001796216
cell_2417,-8068.205645185906,-1333.7792117983252
cell_2381,-8856.842861069388,-1263.0483579201066
cell_2020,-10988.146456711087,-671.5624460308562
cell_2253,-9612.972881046337,-1565.3340858601084
cell_2386,-10063.935815766366,-1867.2194236367895
cell_319,-7146.545610857414,5097.37215418973
cell_2458,-9464.402072068835,-1396.9642492691626
cell_2130,-9625.408253540505,-1388.4042376065777
cell_1782,-8642.613281152382,-1483.2992976203143
cell_1811,-8659.17505546437,-918.8861443876644
cell_2613,-9340.339003835034,-1086.1610569991615
cell_2370,-9848.991073863985,-1095.0184491139883
cell_2637,-10021.895013255504,117.06770448348666
cell_1942,-11147.90461748685,-1132.8745890312282
cell_150,-11715.987929787805,6039.969847377488
cell_1944,-11336.851696375808,-981.6532333632973
cell_346,-10368.741307754235,4316.365858124633
cell_1525,-3471.540736508991,-1406.5989594412938
cell_1622,-9634.59583295306,-1245.6243472443134
cell_1456,-8035.5645577140485,-1634.079470862873
cell_1936,-9705.535308025708,-1832.5302265290138
cell_2522,-10508.203035769566,-844.342650825415
cell_325,-9505.116381853006,5679.56986173663
cell_1805,-8841.462964669387,-972.2184656644026
cell_2437,-8597.680494972685,-956.6892389732631
cell_2002,-6812.165757370648,-1063.231213703141
cell_311,-9413.606953243727,1848.6008525948655
cell_1739,-8960.60013913751,-1865.2112920335287
cell_2087,-7080.588932708326,-155.46410270687022
cell_2269,-10609.017852279887,-874.4609463932519
cell_1980,-11012.71056935963,-1212.1603117394072
cell_2176,-8923.015888371243,-1577.6225132480188
cell_1618,-9568.778607895314,-1356.0974013211774
cell_2608,-10117.999012045244,-1020.0737167845059
cell_1833,-10892.183345019594,111.57720370394921
cell_2185,-7396.97635274992,224.80482682292475
cell_1476,-9405.342141753401,-774.4144073309537
cell_2507,-10990.999202075722,-1547.4752620606928
cell_1458,-7327.234116312666,-443.33999303272356
cell_2160,-10258.618892359596,-1474.6653364084202
cell_122,-11833.123661606201,5601.537999984062
cell_2651,-10738.804501069955,-1095.5746894335725
cell_2434,-10344.096156265368,-819.5570927068329
cell_2327,-11165.863751022296,-221.2557553930557
cell_2408,-10635.233193965529,-1138.3807270423408
cell_2584,-1122.0653569203048,-1238.195215913736
cell_2190,-9919.518175617995,-1834.5427485429398
cell_2564,-11282.42090018854,-722.5501298918803
cell_2057,-11492.596757528512,-1058.894524564523
cell_2559,-8517.73398441724,-1563.7885988996923
cell_1501,-5300.512513651552,-88.25386144542084
cell_1548,-9057.309753189511,-1237.9984341260604
cell_1619,-9142.014201850068,-809.9513846826151
cell_2400,-10013.157398656844,-749.4533796949729
cell_2432,-10342.477375948876,-1510.9589134399562
cell_1613,-8088.418984783819,-1410.5277463398115
cell_2421,-9965.187826616078,-1462.2124697059296
cell_127,-9202.449988932074,5775.705877250609
cell_2202,-11182.563624132275,-912.2431818048898
cell_2513,-8049.083396651341,-979.3259848093112
cell_2141,-11102.903775210094,-3771.0576236929624
cell_1755,-9783.408939794323,-196.7708162691542
cell_165,-11630.296211687577,5624.1289616210015
cell_326,-6213.118100005998,3798.481099215079
cell_2504,-8532.80159647464,-1169.9695230925784
cell_2005,-10505.252782847114,-1447.9872780867709
cell_288,-2078.0236354567896,1382.0578799565521
cell_1766,-10724.212011887283,-1012.4379915009536
cell_2211,-3987.530021737024,-1721.0860429307752
cell_307,-9452.698908548266,5453.89186397607
cell_2526,-8987.013760820084,-1349.2034261423796
cell_322,-7274.79041359083,3546.4805687385165
cell_2056,-8842.737044675137,-1345.672450392789
cell_247,-8693.93346698942,2671.9746380378647
cell_1629,-11931.539505427896,-2387.262489802079
cell_2180,133.4970936254607,-1792.314117412223
cell_2520,-8122.4417161422025,-1137.7420296355103
cell_1903,-10621.647700625059,-1065.714979840458
cell_2029,-10126.97149580439,-362.92241907939535
cell_2080,-9517.17993302947,-1531.1842107125215
cell_1658,-11253.276095719086,-1066.587221474105
cell_2454,-10948.044445574647,-1463.4267388355524
cell_1775,-4164.26311920787,-711.2841142666747
cell_2463,-6364.399476844145,-525.5952500783449
cell_2102,-8086.507005125593,-1662.3210266749531
cell_2656,-9066.374514188505,-957.8461654789475
cell_1742,-10452.815250948028,-1410.4826630352713
cell_161,-11510.010526177863,4750.6921424836755
cell_27,-10646.932107929997,4657.677430250027
cell_2024,-10516.150694522814,-2696.0891992772135
cell_2422,-9460.334149566163,-1849.6239814051444
cell_1567,-10952.490561961762,-996.1455782119856
cell_1906,-10782.709069169981,-992.8520445846415
cell_2094,-11742.001761312216,-423.00750528012736
cell_334,-7265.329687360513,1379.523272830985
cell_2578,-10152.739866558783,406.1481085844376
cell_1677,-9724.3475846834,-1077.0813931621547
cell_308,-10068.069724388828,6041.274538996632
cell_1842,-9908.498007742517,-1225.8109842347476
cell_330,-10930.455310173313,5668.550415312309
cell_2078,-8469.43919825827,-856.4226929122196
cell_94,-10773.925952767355,5671.224453646485
cell_2143,-8209.441794737157,-1626.5865288623934
cell_17,-3454.0671865017403,2656.873318664831
cell_2036,-4546.994993087823,-942.4818609054706
cell_1966,-9072.080492333234,-746.4944416557879
cell_1642,-6563.9240664783965,-668.3010148597697
cell_2537,-6398.451852773779,-1498.8214649213335
cell_2621,-10934.421147803212,-1515.781666348285
cell_1500,-10280.83219318196,-1402.6292431817308
cell_2597,-8184.283152571752,149.9732410632199
cell_1682,-9650.957860076915,-787.9238834157743
cell_239,64.71898593245353,506.48510412408126
cell_2585,-9010.368049826819,-1606.0502924654138
cell_2528,-6599.712792108794,-1097.6957425502508
cell_1549,5559.76108274381,-2507.3702372201487
cell_114,1394.1820957189623,-44.36570603174289
cell_152,-11568.84563035915,5463.932079683858
cell_130,-2601.2726558277154,2042.1256017942644
cell_1815,-8807.763908312327,1769.6680117114224
cell_2290,-11690.873102668105,-462.1193445392058
cell_1726,-10983.981197560706,-465.08124850129263
cell_2054,-5741.827078154061,-766.4861256549968
cell_1932,-3578.7524930197874,-1036.5700694577035
cell_1958,-7712.170031430562,-691.151122971283
cell_6383,-5060.360703207334,-294.924740758176
cell_5926,-9765.516719933205,140.29101404703906
cell_7551,-5048.7572275503835,623.5792607711014
cell_6879,-5297.109206683361,1795.097858539197
cell_5745,-10413.838400562801,-289.18841223057376
cell_6703,-7872.8575594821605,-528.9744232913731
cell_6673,5674.54472573495,-2719.4777827514436
cell_6081,-7122.671612022632,-626.4210215046897
cell_6202,19855.560966834553,-5471.949247322156
cell_5829,-9729.434977804542,-227.58215072564923
cell_7487,-11108.649874162753,113.69090283480524
cell_6446,-11115.657949847413,-1313.7042583960288
cell_6611,-8716.2993604836,-23.724856809825663
cell_5901,-9942.778078570425,-50.385701243282334
cell_6773,-9978.1218748817,198.71223888580883
cell_6281,-11580.41664076397,469.00149624519514
cell_5836,-5611.495057756192,-24.725374311834138
cell_5673,-9693.344271880269,530.5672479719564
cell_5571,-10819.607604086703,690.2613871595671
cell_5889,-7159.972824069745,-97.29126736651888
cell_6444,-6225.35189619499,-407.0425144170872
cell_7359,-10583.972739191957,343.1744290805751
cell_6442,-5933.401528493222,-518.7467379783044
cell_6362,25309.52082070578,-6229.864588144795
cell_7600,-5963.803246686427,-296.9519587151642
cell_6861,-9796.402158920366,-78.00237463765191
cell_5822,-8921.606652434828,666.4219565366805
cell_6007,-7797.031728704761,-368.29443482501415
cell_5560,-9435.493308995183,1718.536507488051
cell_5788,-9590.45921641741,138.97635485389077
cell_7231,-10367.764313198204,-1007.3882220834806
cell_6866,-5671.633752556136,168.25814634192028
cell_7368,-7980.000355375379,-396.0365253144962
cell_6006,-9215.987382584839,290.04077817070765
cell_6040,-2385.1738920391736,-539.0550871177161
cell_6694,-9190.455186187442,-2189.300460355547
cell_6982,-10354.587936708444,160.96452260698865
cell_5584,3341.349098490005,-1671.746584814916
cell_6843,-10804.929959954343,-123.26706036486509
cell_7155,-7565.885701247275,-527.1817742689998
cell_5682,-5917.2133071643875,107.96461719387557
cell_5487,-2144.563716944472,-1045.6817986191668
cell_7510,-9901.565080764314,1007.6671163903758
cell_6713,-9611.079591379399,20.52369678833901
cell_6878,-1178.3849586522008,-536.2761871903338
cell_6957,-9608.01685693138,-1094.7382669540832
cell_6780,-6578.086449861014,1089.9168726756197
cell_6622,-8680.158385445655,1981.5810115477705
cell_5958,-8026.218382157684,17.54160157959797
cell_5842,-9927.329940476573,103.55253910597965
cell_6012,-10980.566021636962,899.6517904764172
cell_6447,-1520.5825094491493,-230.09444654496102
cell_5645,-1130.3416175861325,-223.14406001420718
cell_7566,-10754.912288012429,-138.8234327638426
cell_5956,-9153.010708675516,394.9363780578485
cell_6872,11577.439009052981,-3777.30208657771
cell_6623,-9524.871709672025,421.7442348399662
cell_7139,-11737.21852750156,-283.31700357007026
cell_6287,-6851.792924348323,-696.211030092625
cell_6642,-4246.4816432820535,1363.4591716857285
cell_5588,-8110.108123987974,-139.5124691492863
cell_5674,-10907.297330137304,-497.31376330267346
cell_6235,-8358.839315457355,-230.90473996198432
cell_7176,-9892.187820256097,408.6763572170259
cell_6283,-8873.06049994003,195.2953165294741
cell_6616,-6923.423520211588,-222.9623569275624
cell_7616,-9752.576290466239,1517.5637621060641
cell_7115,-3073.223476855332,2269.8747311639963
cell_6597,-1575.0674119084556,-1019.7665631368036
cell_6527,-11551.55678287123,-114.09886049323111
cell_6815,-175.3812120479631,-1164.2390779140526
cell_7373,500.4112200680068,-1143.04705461967
cell_6450,-11569.901693526406,-367.72849856103977
cell_5961,-10092.428277798064,-260.43933447700584
cell_6102,-7965.959614267771,-7.4244360395832665
cell_6992,-7400.2317003791,-146.9297561622371
cell_6090,4483.015289245368,-2067.2027978417377
cell_5672,-4423.606558145114,-695.7444397358888
cell_5922,17878.398656616962,-5152.736921361875
cell_7223,-7393.964891739284,-381.05342301788625
cell_6862,-6545.768009052524,354.93398300473694
cell_6011,-2261.681440043735,-187.3195254726759
cell_6961,-7677.9546186376565,355.40465055293197
cell_7469,-806.8125318616525,-1145.82191730153
cell_7148,-10424.522544456422,-320.10620938978224
cell_7498,-12050.267317875723,387.4344702382866
cell_7552,11703.045411683113,-4123.408728344509
cell_6021,-9722.775316114179,-299.56093350215207
cell_6594,12264.363127134407,-3876.516972754546
cell_6996,-9709.698036468104,75.60132836532408
cell_7222,-10141.13073621826,-933.1688867234066
cell_5905,-9826.30195561192,-131.8866792208891
cell_6752,-11392.808984247813,-1651.355882989375
cell_6508,-11275.165672930985,169.62201619028957
cell_6940,9187.684110905982,-3124.759598143631
cell_5809,15289.420223391297,-4207.399624993003
cell_7060,-10298.520503413089,291.07664831172696
