Category	Term	Count	%	PValue	Genes	List Total	Pop Hits	Pop Total	Fold Enrichment	Bonferroni	Benjamini	FDR
GOTERM_CC_DIRECT	GO:0000783~nuclear telomere cap complex	2	0.6329113924050633	0.06920471791716613	TERF1, TERF2	306	7	29926	27.942110177404295	0.9999999999998972	0.5889462728869036	0.5776475434310397
GOTERM_CC_DIRECT	GO:0001651~dense fibrillar component	2	0.6329113924050633	0.06920471791716613	SNU13, CTCF	306	7	29926	27.942110177404295	0.9999999999998972	0.5889462728869036	0.5776475434310397
GOTERM_CC_DIRECT	GO:0120115~Lsm2-8 complex	2	0.6329113924050633	0.06920471791716613	LSM8, LSM2	306	7	29926	27.942110177404295	0.9999999999998972	0.5889462728869036	0.5776475434310397
UP_SEQ_FEATURE	ZN_FING:C2H2-type 5	7	2.2151898734177213	0.07006075469777998	ZFP687, ZFP74, CTCF, ZFP507, RREB1, ZFP661, GZF1	297	216	22194	2.4217171717171717	1.0	1.0	1.0
KEGG_PATHWAY	mmu05211:Renal cell carcinoma	4	1.2658227848101267	0.07209739473917817	RAP1B, NRAS, JUN, PAK3	136	70	9789	4.113025210084033	0.9999999924907161	0.9629999145564592	0.9629999145564592
UP_KW_MOLECULAR_FUNCTION	KW-0378~Hydrolase	34	10.759493670886076	0.07211831248507616	SPPL2B, MCM9, NT5C2, MTMR4, GNAI1, PCSK4, CDC14B, RAP1B, NPEPPS, NRAS, UCHL1, HINT1, POLR2A, OTUD6B, ERI2, RIOK1, TNS3, SEC11A, ENOPH1, CNOT6L, USP3, DDX51, DDX50, NUDT7, RAD50, PPP5C, PDP2, CNOT7, ACOT2, PLCH1, RHEBL1, LPIN3, DCP1B, RAD9A	174	1813	12247	1.3199624677457191	0.9859693300514981	0.557156279107114	0.5473816075438313
KEGG_PATHWAY	mmu04934:Cushing syndrome	6	1.89873417721519	0.07323465599006516	FZD1, RAP1B, FZD7, LEF1, PBX1, GNAI1	136	162	9789	2.6658496732026142	0.9999999944735494	0.9629999145564592	0.9629999145564592
GOTERM_BP_DIRECT	GO:0006890~retrograde vesicle-mediated transport, Golgi to endoplasmic reticulum	3	0.949367088607595	0.07386299371101303	STX5A, RAB6A, COPZ1	304	44	29775	6.678005382775119	1.0	1.0	0.9982598607888631
UP_KW_BIOLOGICAL_PROCESS	KW-0234~DNA repair	10	3.1645569620253164	0.07389156923921907	RAD51AP1, RAD50, FANCD2, MCM9, SWI5, HSF1, LIG4, NUCKS1, CDC14B, RHNO1	168	346	11212	1.9288466831819433	0.9974902911191722	0.6038645966065299	0.5806390351985864
KEGG_PATHWAY	mmu04130:SNARE interactions in vesicular transport	3	0.949367088607595	0.07553104484370583	STX5A, STX3, VAMP4	136	33	9789	6.543449197860963	0.9999999970277667	0.9629999145564592	0.9629999145564592
GOTERM_BP_DIRECT	GO:0050850~positive regulation of calcium-mediated signaling	3	0.949367088607595	0.07679604809401523	HINT1, SYK, L1CAM	304	45	29775	6.529605263157895	1.0	1.0	0.9982598607888631
GOTERM_BP_DIRECT	GO:0090307~mitotic spindle assembly	3	0.949367088607595	0.07679604809401523	CDC20, KIF3B, CLASP1	304	45	29775	6.529605263157895	1.0	1.0	0.9982598607888631
GOTERM_CC_DIRECT	GO:0000118~histone deacetylase complex	3	0.949367088607595	0.07699775763191923	HINT1, NRIP1, SAP18	306	45	29926	6.519825708061003	0.9999999999999969	0.6310607174105816	0.6189540369806422
KEGG_PATHWAY	mmu05218:Melanoma	4	1.2658227848101267	0.07703999316451673	NRAS, FGF15, CDH1, FGFR1	136	72	9789	3.998774509803922	0.9999999980243013	0.9629999145564592	0.9629999145564592
UP_KW_BIOLOGICAL_PROCESS	KW-0091~Biomineralization	3	0.949367088607595	0.07741853802647819	TMEM119, SPP1, TFIP11	168	31	11212	6.458525345622119	0.9981363323942164	0.6038645966065299	0.5806390351985864
GOTERM_MF_DIRECT	GO:0003700~DNA-binding transcription factor activity	11	3.481012658227848	0.07761210264080626	JUN, MAX, NFIC, LEF1, HSF1, BMYC, CTCF, ARAP1, KLF15, RREB1, PBX1	297	586	29110	1.8398432562255085	1.0	0.8251881445868415	0.8029658426679859
GOTERM_MF_DIRECT	GO:0003720~telomerase activity	2	0.6329113924050633	0.07851880011329013	TERF1, TERF2	297	8	29110	24.503367003367003	1.0	0.8251881445868415	0.8029658426679859
GOTERM_BP_DIRECT	GO:2000726~negative regulation of cardiac muscle cell differentiation	2	0.6329113924050633	0.07857814833805059	CCND2, FZD7	304	8	29775	24.486019736842103	1.0	1.0	0.9982598607888631
GOTERM_BP_DIRECT	GO:0060561~apoptotic process involved in morphogenesis	2	0.6329113924050633	0.07857814833805059	LEF1, SCRIB	304	8	29775	24.486019736842103	1.0	1.0	0.9982598607888631
GOTERM_CC_DIRECT	GO:0070187~shelterin complex	2	0.6329113924050633	0.07869342279460488	TERF1, TERF2	306	8	29926	24.449346405228756	0.9999999999999986	0.6310607174105816	0.6189540369806422
GOTERM_CC_DIRECT	GO:0005688~U6 snRNP	2	0.6329113924050633	0.07869342279460488	LSM8, LSM2	306	8	29926	24.449346405228756	0.9999999999999986	0.6310607174105816	0.6189540369806422
GOTERM_BP_DIRECT	GO:0055074~calcium ion homeostasis	3	0.949367088607595	0.07976539233657748	SPP1, SNX10, FGFR1	304	46	29775	6.387657322654462	1.0	1.0	0.9982598607888631
GOTERM_BP_DIRECT	GO:0007032~endosome organization	3	0.949367088607595	0.07976539233657748	PLEKHF2, AKTIP, SNX10	304	46	29775	6.387657322654462	1.0	1.0	0.9982598607888631
GOTERM_BP_DIRECT	GO:0007179~transforming growth factor beta receptor signaling pathway	4	1.2658227848101267	0.08231732092327397	TNRC6C, JUN, ARAP1, SMAD5	304	100	29775	3.9177631578947367	1.0	1.0	0.9982598607888631
GOTERM_BP_DIRECT	GO:0007169~cell surface receptor protein tyrosine kinase signaling pathway	4	1.2658227848101267	0.08231732092327397	TOM1L1, FLT1, SYK, FGFR1	304	100	29775	3.9177631578947367	1.0	1.0	0.9982598607888631
GOTERM_BP_DIRECT	GO:0045766~positive regulation of angiogenesis	5	1.5822784810126582	0.08268192884911567	NRAS, FLT1, STIM1, PRKCB, SASH1	304	161	29775	3.0417415822164102	1.0	1.0	0.9982598607888631
