,X_draw_graph_fa-0,X_draw_graph_fa-1
cell_108870,-2303.0363185855526,-31624.778027281674
cell_112815,4062.2942716926636,6130.237165394164
cell_111380,-2414.5914421988955,12360.116638385893
cell_110231,2405.0615050927827,-41211.194666656775
cell_110357,2235.490090625017,6795.282837723237
cell_110582,2116.1187913514977,7060.493364177496
cell_105456,-2809.422089164315,15461.851568514663
cell_29979,4481.892674359956,8252.319071122804
cell_103449,2219.8283568838474,7421.405143787937
cell_114529,-679.4798669244949,9608.15207008794
cell_103651,-2887.1706072263787,14337.065842295966
cell_109111,-1781.545446458528,13833.915113289271
cell_112992,-3086.6355105444063,12839.945777445802
cell_110527,2838.9557932015236,3832.040401585221
cell_109264,-2553.5851191222496,13593.019317272448
cell_111857,1698.2960408151164,7667.046611023821
cell_114454,-2836.02423713584,11721.975309810952
cell_30276,16.385162851646022,-40054.43126312306
cell_112729,-1366.8372707284618,12742.427804360681
cell_103776,1138.201137417244,-36768.765852564225
cell_114016,-2812.53932337274,12166.09419583899
cell_113770,4147.661775862044,1331.2930266076255
cell_110556,-3041.771080267226,15103.901436869686
cell_15923,-4813.799512096217,10983.587358709006
cell_30412,-148.41678533678743,14728.434939736859
cell_105434,-2049.654163077883,14268.293380513416
cell_14506,2072.519509110197,4998.4082652218885
cell_30283,3612.29736078682,11814.347875978541
cell_113069,-3323.8505231119666,13657.00038324407
cell_29757,3151.678519512816,13001.607911378398
cell_110487,-3179.6596492490858,13122.292342995719
cell_27840,1399.7283760144082,-40375.780426565965
cell_107725,1816.120846423076,9459.228109949087
cell_15012,-1875.2797269091247,-36190.543283724044
cell_112460,-1928.757272177535,12682.1721173519
cell_27801,2715.5774361035214,12132.15408318169
cell_107522,4956.067761263593,-2537.274637529583
cell_28156,4069.8401576552806,8467.44793211915
cell_29610,3192.9239345524347,12333.257222706887
cell_15724,697.283365583679,10642.491933644755
cell_113252,-3186.7154121979393,13627.3998754462
cell_107873,-3377.9549162984226,12063.812496170744
cell_111558,2410.188249545932,-38825.06351653359
cell_112304,-3250.4888572602486,13177.591625685824
cell_112463,5991.118299398624,-1576.7033557164898
cell_14478,-2388.8790853088612,12547.658061965487
cell_112611,2283.841866487097,-41952.39403574049
cell_14785,2399.743084812935,5056.226653848507
cell_104439,-2149.2672362860044,11521.295960095538
cell_105630,-3112.037172813569,10255.844805743633
cell_15153,-2986.461199425784,-28194.876216838657
cell_105204,1247.0297904500094,7771.683959600504
cell_30110,3358.869266604337,12343.378051348034
cell_107934,2262.4725599533363,6980.045397333133
cell_104531,-3436.167458521609,14304.411653820382
cell_110662,5442.926391053525,857.3348212260604
cell_113135,1036.495289520193,9891.451294182445
cell_15466,-3635.133618839317,10775.958753467601
cell_103908,-3991.4412839421775,10629.709573495558
cell_16002,4373.371428277106,781.7100332380435
cell_108490,4447.336052378165,4916.362429264954
cell_110059,1882.6460597501157,9211.426997635668
cell_105231,-3168.6615118078093,12774.20921118634
cell_112607,1604.131857153438,-36668.41808388426
cell_107446,-1563.1817838322522,13390.395150763929
cell_16021,6417.3050612715615,-2524.619510485624
cell_113802,-560.1533359757167,10342.620656791863
cell_30383,1453.6734600652742,-39036.64655300499
cell_111144,-3644.423133275833,12013.147100374154
cell_112937,4206.889407399756,3843.439293626673
cell_114256,5047.7798450520295,5783.286040135999
cell_27727,2441.288576913791,13128.42290222222
cell_104830,-1135.081602718185,11998.905822005187
cell_109861,43.661172098898575,9167.506697821143
cell_29451,1969.209726788674,14288.046709384733
cell_30569,2483.027498000406,14090.011202348745
cell_15524,-1437.8385443054165,11426.065762369244
cell_108768,1927.915118205762,7714.470767069312
cell_109959,2073.849380943688,8489.06755791753
cell_30530,3603.2942044719102,10858.49933847328
cell_27713,2630.318587919926,-40030.12498685859
cell_107420,3403.339262765536,939.5478052383663
cell_109615,3625.0493247644067,5406.867942081691
cell_16260,-1088.7472506228205,9137.58721062073
cell_30270,2314.0736515516405,14067.752746079363
cell_28240,228.25187487806662,14053.18744522305
cell_105234,-2497.8316752174997,13258.32898281141
cell_107125,1743.6113237933846,7531.324330393672
cell_110000,-3595.1650552177816,11962.26969032178
cell_16081,-5527.823556858145,10384.793209178679
cell_28574,1817.8314224360074,14977.082561333908
cell_108464,4288.451853108537,6372.202147999132
cell_112470,-3173.3906865503695,15648.533074343877
cell_110341,605.8224793326518,-38483.58957173154
cell_104571,-1930.5382781742348,13734.232320825937
cell_105536,-2578.365648169386,11716.407481165428
cell_103339,4539.657797090312,4324.088585726413
cell_28972,2181.5968398897544,15146.648174821079
cell_14865,1888.4870008647988,-42216.94087511637
cell_113444,-3321.25407769901,14252.694764758868
cell_106833,-640.4910995788624,10038.26166296249
cell_114367,-2707.5865169189115,12278.547657447307
cell_29664,-1727.4445943551946,-35088.247075411586
cell_28019,798.9954034430074,13775.934641174843
cell_114464,-3341.3476098462293,13951.086765586519
cell_105608,1894.5914634909886,-38043.25475857346
cell_107743,1584.1033942424622,8058.28539380911
cell_113863,-1983.584127537658,13095.400922136774
cell_112046,3537.9806228519683,5947.805074248645
cell_110412,-2332.5740561918765,15163.961405756634
cell_111391,-2274.801943844862,12896.207964944611
cell_105912,29.674753033843956,10229.338189411066
cell_104289,-3430.9728399279124,14857.452305322002
cell_29114,2653.458361363625,14781.762606404754
cell_113182,-3473.6123090502674,13987.889178120988
cell_104988,2416.1430453798184,7159.392806139457
cell_103360,-3185.867501941409,14527.149579471885
cell_106841,-3161.576920462222,12281.910243280705
cell_110546,-3366.091321808213,12424.118912522392
cell_112976,-3136.2157351196297,-28850.553846886276
cell_110503,1050.1564691194478,10464.597976494912
cell_14109,-2190.284137636227,-36495.29052847217
cell_113935,1847.7424883276356,-39373.271669141184
cell_28548,4126.633290620064,9256.807875596292
cell_109345,5956.703524682293,-1101.4101937321827
cell_30093,3400.319020129117,9699.577921787944
cell_14831,-1365.3353122944354,-37789.190931458914
cell_107643,-3023.018757247136,12931.117238406534
cell_107146,389.7672221984928,9069.43112081518
cell_14432,-4045.329259946276,10203.77679578908
cell_108335,0.43977116917249104,10674.964214729642
cell_30559,3125.15544096621,14490.728561029799
cell_104453,-3203.034266319251,14203.675091003293
cell_110747,-3854.1321447717037,12634.930324216723
cell_107198,5979.140381272975,-1318.228185168302
cell_30126,3943.865998572465,10542.647842059123
cell_29387,6110.080346085208,-3013.2660473343085
cell_109892,-2668.027873944807,12533.5166907008
cell_103916,-2667.5647278977954,10847.251519600597
cell_104508,-3167.4709467756097,-32077.68649936404
cell_113144,-2882.418167055287,11875.86963867071
cell_109654,-2948.4272233231986,14097.28200492738
cell_108770,-2424.2305764692674,14288.178376988366
cell_28772,2553.206261985077,14274.296309116718
cell_109700,1919.33783346663,7568.9608880731175
cell_28665,819.4861328929322,-39793.22851825431
cell_112721,-2063.161284528641,-33706.13895298665
cell_104917,-589.176502037624,-35098.85979311739
cell_30521,-646.0284287697694,15324.75516355797
cell_108730,-3011.652860073596,12506.763232223813
cell_114508,-2177.1829499118403,14456.504638600018
cell_29362,2574.114979864379,12754.581336075482
cell_110720,1773.6216579331578,7265.911319396769
cell_105637,5362.774224889027,417.9219749731262
cell_113083,-98.15809118893667,7702.157942953269
cell_111455,-3392.115185896637,13815.942235705323
cell_107346,-392.4262448749619,10093.081089595731
cell_14382,-4064.6709726359754,11901.506933348173
cell_110522,-3672.0384504654758,15395.155587132498
cell_29536,-394.1277526467731,13986.10201031356
cell_28386,2792.3500860027666,14017.317181600463
cell_113347,4263.275004872638,1294.9966868897989
cell_28693,4695.676633211827,6843.293950147535
cell_28126,6081.721400142563,-3458.8654359268417
cell_110376,4638.677599836901,4042.921922593497
cell_110101,-1048.699820528412,12219.623770981563
cell_110905,644.9801112065804,10285.743787928124
cell_106455,2069.01254376068,6989.264408367037
cell_108818,-3207.3716747833823,15377.235777951058
cell_108207,2156.573965457565,6864.787165038998
cell_112695,5201.331074913255,6002.644386893138
cell_27875,3138.914170248906,11136.484424020675
cell_114276,-4269.063612327428,14167.337319150378
cell_104855,3724.4616120252194,4503.941803892155
cell_16170,-149.01409676789956,9694.401798936236
cell_28976,4760.461189281078,6758.944154438946
cell_110253,2293.6624690760946,-36744.238699655514
cell_105790,2851.3075137466244,7015.00489576566
cell_111356,-1615.8996705423663,9477.185789986108
cell_109228,2417.6807216108846,6723.058322869476
cell_108627,-2992.4455846376077,13033.874393878863
cell_105659,1877.874474043452,7921.054138646479
cell_108838,4364.709366538989,4850.296970963017
cell_104924,-3173.5253520456736,-28231.01855134162
cell_106731,-2017.4448266269933,15030.462506132559
cell_30436,4113.276674361078,3673.158503854556
cell_29384,1539.9465190660096,14228.629978935642
cell_106755,-2676.6352149000377,12262.228296768986
cell_14202,4070.8284403368666,4278.777295119154
cell_104263,-4031.6348701092807,11326.138156006484
cell_103913,7271.957477545858,-6338.135056631765
cell_15989,6147.556848431611,-2509.1444943903452
cell_111593,6695.355317455287,-5232.897349784091
cell_14904,4750.787387386896,3858.994545863018
cell_106812,-1929.2688707475452,13636.10852111836
cell_13989,2304.005101240319,4338.769123677039
cell_113715,4458.203884690448,5237.057664995169
cell_108001,2454.96335476046,6360.428530367777
cell_16026,-3111.898532737069,10930.194866931937
cell_108970,5274.414737059282,-3473.175763097273
cell_27936,3702.9297615872115,11291.363361770793
cell_111826,-2152.6936601700404,9860.58157195902
cell_106100,3612.6567034760096,4366.833522802819
cell_113949,-2511.1514742461463,15056.175686834998
cell_109493,2362.13947639667,-41314.66497858219
cell_110752,-3354.4019588618276,13517.01165938791
cell_112928,-387.3816458114696,10171.203834584603
cell_104649,-3165.0249353809595,11310.20516225123
cell_107312,3457.062461922165,1728.3786101388619
cell_114430,-3118.5944293092643,15375.322943789246
cell_113408,-3386.9577774474055,14375.290845827942
cell_114034,1381.3748834292041,-36854.82912961817
cell_14254,5280.837019589958,5630.216163280152
cell_112009,-293.5509504093371,-35269.88914532907
cell_112811,-1108.079870990735,12933.527097637645
cell_107305,2547.235432045291,6848.831981458953
cell_113544,2572.674335184221,4981.128842887088
cell_106333,-3073.4183582822097,12454.269515532247
cell_104006,-2039.2428029284067,12845.968209022027
cell_111881,-1507.3295729559607,10926.941821458946
cell_114044,-1827.0419237839524,12458.645686110496
cell_112094,5031.013360833134,2608.463113549927
cell_107742,2204.237590525798,7077.672020254966
cell_113194,2976.7018874737755,4208.532602232729
cell_14435,1835.5777926455921,-38911.66029934529
cell_27890,3133.849592811441,-38844.22440758997
cell_107484,3983.4267146601824,5258.509416132184
cell_105748,-1891.9848272390898,13758.550390833356
cell_113393,-3581.1737721385844,14260.426856770422
cell_104447,311.89257950152773,11471.90973085041
cell_104224,-1428.1986412987344,12154.552667720252
cell_109963,-2690.183554144565,15054.075670141148
cell_103477,3246.6599904375817,6492.307339948316
cell_103642,-2799.775887591259,-28883.940477017775
cell_29932,2584.9014296229975,14210.790720006624
cell_15816,-45.27528480911199,9788.59425331297
cell_14790,-3014.467401862171,10039.198254394632
cell_30199,2494.2440341278734,14617.183234794005
cell_14828,-2852.4240496725256,-32787.24315415188
cell_105663,-1699.074434093205,14538.474471145748
cell_109561,716.964034737184,-36849.957676497535
cell_109731,-3046.934413028553,13957.777272556292
cell_111334,2172.876120052132,5696.581998226693
cell_112502,-2475.4778521454164,12124.69238517192
cell_111565,-409.707530723126,7443.803388270959
cell_107836,-2880.4851238334236,13747.763058086823
cell_109658,7036.105770308774,-5862.966784754466
cell_16089,527.8049014574699,-36852.63013345681
cell_105274,5623.117535873054,-5790.8914494157225
cell_114246,-3892.245308076716,-30496.763253941397
cell_105590,-2408.564187504049,15513.627095872813
cell_110700,2017.2333288282728,-36807.76766282465
cell_104998,-2612.9555387275072,12827.26633867754
cell_15768,-675.1832291977535,-40387.88168229577
cell_106612,4074.0791740882355,6231.498822707126
cell_112609,7417.069942701428,-8035.324848458175
cell_108879,2722.82641818451,-39154.72197452825
cell_110501,-2327.434848154039,12230.569993566294
cell_14607,1271.071445074411,6049.621875616313
cell_103431,6498.9337641737475,-4420.256003367459
cell_27767,6068.94171486641,-1564.854775001803
cell_111946,1866.2537423778651,7758.850683068044
cell_108809,6857.7690988757,-8300.584707348864
cell_114240,-971.8145825406623,11543.799748552829
cell_112274,1699.819534957583,-37901.90870191005
cell_105815,6131.7066399445275,-3189.727358087024
cell_107388,-3568.9492853285797,12757.193813744701
cell_105344,2736.793416451818,6474.276623394659
cell_111359,6926.606954683164,-8166.959911747609
cell_108545,-3228.0012468578925,13790.549394857058
cell_14923,-313.0493982384584,7771.301741357871
cell_106210,2194.1084766929775,-39260.01146203509
cell_110155,-2190.5930511783017,-31429.612846071675
cell_107031,-1855.9299192054139,12876.011288665492
cell_107074,3326.3637363668704,6115.758335537961
cell_29399,2241.9656928658706,13917.34933873794
cell_111084,-2596.7340103798706,15025.23929052658
cell_108288,-5247.042857709793,10911.068417966251
cell_110314,946.8307186775165,7925.516288744843
cell_15971,-2995.4653696635805,9395.435159162316
cell_113343,-2132.9021445966478,13023.466694621591
cell_108076,-2440.368602778271,13700.521268694032
cell_103713,-3398.120952589265,11795.34547156166
cell_28022,2335.7340381818703,14092.766242285601
cell_112898,1124.6646436736269,9501.829987113995
cell_29221,2665.1411464442435,14290.085580635083
cell_111452,3410.820405967857,6045.183794725849
cell_112332,5938.991847892232,-1187.1536536413462
cell_107206,933.6144025584335,-40022.26292124011
cell_114100,-4370.000346051165,14625.74705278713
cell_15225,-4489.344682142909,13278.712269986268
cell_103372,-4180.762245746324,9698.69898637522
cell_112555,6603.527760919278,-7201.120292819238
cell_111274,4531.114574136589,5164.784946008176
cell_105449,3915.060991103457,5959.779301129495
cell_16317,-3440.2745532821664,-28881.398272789877
cell_15281,-858.0202290729918,-38967.928865944676
cell_28335,2048.802327243028,15020.721826026385
cell_15131,-1393.3157645348856,-40769.11960005318
cell_114292,773.0017259456805,9267.134365434546
cell_112105,-1401.8241292879557,12706.157321402177
cell_104816,-2660.9787489608134,15447.947161738466
cell_107207,-1878.036748612826,12008.654061485535
cell_105687,944.5198913246999,7726.9126518413605
cell_15212,1073.0487610526197,6949.564100078511
cell_110158,6677.33707902145,-5679.945381640442
cell_29473,2620.0463023132306,14227.926614692493
cell_112171,6874.753570901815,-7218.535315988334
cell_105794,-3270.8135915914336,15768.280801824927
cell_113740,-3916.0523542393084,15104.672995055738
cell_16029,-496.03241093509973,7487.147764492858
cell_14641,-2225.9658589358596,-34776.007549162394
cell_104092,-1327.4566478321265,-40416.85481300579
cell_114385,6398.436928325622,-3415.703337208965
cell_30234,3726.759316272305,6577.019055051975
cell_109250,-3188.7191374704526,13932.888946509302
cell_111375,2840.732979458545,6797.349624977118
cell_103310,-2661.403762182263,14097.050224562228
cell_15604,2521.8645357991163,4896.470537170121
cell_111873,4744.520645298451,-14.271610437956163
cell_103934,-2682.5098578822713,-29158.113576267944
cell_29821,1097.5055221717655,-40520.162763390304
cell_107831,-3394.007285688537,14684.293659645806
cell_110679,1352.2129537001802,-36702.283486530214
cell_110813,6886.108382101642,-7494.479888158843
cell_109631,-2567.4700325118456,12748.111054584593
cell_109789,2549.250993334428,-36444.121424774516
cell_28109,4159.5012728566735,7273.6084984245135
cell_105622,2896.3424276400738,6438.229058709122
cell_104737,6983.794313911565,-6626.312462531701
cell_111602,-2922.114411957744,12208.456717598654
cell_106640,-3521.3541368018687,15593.484589811356
cell_106408,470.16333251170255,-40460.593197226575
cell_106409,599.6413343642429,9357.365664434432
cell_105095,813.0673988086608,-37839.85992319401
cell_104131,-2237.9775698767603,-33562.126287354935
cell_108118,2359.6233549462668,-40523.87907246459
cell_107504,684.9307958895112,9041.35972334174
cell_105408,840.2486047468446,-40211.94251166747
cell_109879,2718.2171285594254,7828.5962662712345
cell_112968,5968.696213595925,-4642.5386382617
cell_108750,-2142.148033903338,12530.84731609773
cell_105179,-3581.5715512793604,11649.782095025492
cell_108032,4768.479118411637,2158.241988076938
cell_28666,1963.8038086681092,14389.85301922124
cell_104890,-416.96381180844025,-35475.50244104442
cell_15567,-5034.863026983098,9914.002344936816
cell_114413,-3586.4514255636122,14122.733838235628
cell_105388,-623.7280653446882,10842.338918455638
cell_109714,1098.591693140776,9464.193015122264
cell_104848,5631.014804180587,-446.02300167211666
cell_106097,-3486.605552060737,14799.247132293425
cell_107997,-1184.5505024610088,12580.818811994526
cell_104340,5636.552695277412,5974.108977277821
cell_110290,-3000.262444738142,12147.29422967906
cell_109646,5079.358293150973,1653.6417536217702
cell_15614,3058.9616697460874,4573.462329827366
cell_112802,-3812.621874539971,12643.70082312843
cell_112841,-347.63705957214006,10309.755241619736
cell_110078,-3670.69810804273,14624.577189874084
cell_112513,7330.086018886777,-7338.79345028076
cell_29096,2269.219605188035,14141.043121697856
cell_14419,-2418.784029775626,11783.545999461861
cell_104188,-4587.164869876607,10439.77600347023
cell_106638,-3541.7258371783178,15570.719314837184
cell_105361,-2812.864046267393,12819.85566348619
cell_14431,1726.9310052886694,6072.2940458799985
cell_111256,804.7821889598629,14054.07689709199
cell_14639,-4003.614292819096,11282.562701766403
cell_16252,-3158.193644892949,11275.983086735443
cell_104624,-2811.921908479178,12977.437777469284
cell_30608,1806.2403433032416,13874.421744141246
cell_27944,4127.79894475446,8348.340371055187
cell_107095,-3548.4983028807274,14076.659880858428
cell_27902,2868.881519549912,14100.960557512144
cell_104332,-3221.4012322177423,-28086.26003057529
cell_110076,3733.222617381944,5906.547831800156
cell_106463,120.575687855718,10527.842511195724
cell_109436,400.1950130831138,10533.441316993658
cell_14062,4428.26471093134,6198.158960684892
cell_104403,7364.547986632472,-6073.8490050581995
cell_29349,615.8420293481897,14704.359901342723
cell_114487,5823.57899013074,-3549.3833063093844
cell_113104,3487.5119050340013,5360.00915835776
cell_29223,2651.129243397831,11193.35466973166
cell_110299,-2800.625795160105,14053.299048838766
cell_110222,-3064.777693709872,15678.573899457035
cell_16245,2593.206250802093,6591.534512354726
cell_113988,-2659.194356641622,13401.478073194434
cell_16304,-2268.820161003072,11517.524666395302
cell_114080,-241.17316745021347,-39915.21266892149
cell_112233,3359.2163182828526,5862.852262407285
cell_29563,3191.598664119193,14857.41584801795
cell_114055,5372.530936927445,-4092.3177453855574
cell_113855,-3100.342858516145,11553.891357736533
cell_111849,4542.174365251688,4920.638118665324
cell_106147,-2506.192080959357,11870.036045618905
cell_15606,-2995.2859689974025,11881.716263739643
cell_109313,-523.8415747321296,10541.359035329144
cell_16121,-4407.895941867548,12238.573591178661
cell_104451,-1075.4132782186066,10544.043550340804
cell_28187,1781.2680876366449,13701.50550962242
cell_107035,-552.2384712282463,8675.5421901658
cell_106625,-2926.3579083538616,11919.053930453561
cell_29501,2282.281952496817,12741.72289878221
cell_107688,-1478.777091781671,10570.630182568277
cell_14314,623.1975998444062,-40355.30375196107
cell_110955,-1466.9453129356,14109.958738138355
cell_103517,-5168.659625604637,13563.395107943077
cell_29567,1499.3873910095301,-39405.74766581894
cell_112678,2355.352982435113,8178.431228480288
cell_113448,530.8393752914776,7336.622906411157
cell_104113,6995.457417298786,-5229.429008515869
cell_28589,2133.8772063143656,14833.945572652276
cell_103411,-2831.569120782303,12028.59826376561
cell_104518,6870.250535131322,-8390.446896658907
cell_109518,-132.21447015123894,11966.76720992501
cell_28924,4529.788943209336,-1788.4449480448739
cell_113420,-4578.520655442108,14147.31453117714
cell_110545,2210.8636698360738,7329.912439311746
cell_110439,490.8881391405669,9781.484758802602
cell_111810,-246.16277045366485,9877.955566523817
cell_108271,1743.363447329791,8024.11015109259
cell_108038,-3969.9987690242974,10521.041341380516
cell_28737,1987.150214642394,14102.530374230151
cell_106369,-2561.735297652553,12792.538987256472
cell_111786,-3177.8656072869594,12301.412055078901
cell_113616,-1709.721820957892,10701.987612778928
cell_15557,-5769.542993811766,10102.326033285919
cell_14376,-2764.3372174093415,-32343.219234984168
cell_107681,2554.7387182447005,6755.4614839761825
cell_110549,442.07226794799715,-37311.69659377026
cell_27761,2499.582593368208,-39620.66777513591
cell_108259,2344.6183084193062,-41222.55886633226
cell_112415,-1799.3879175358009,13395.421362995055
cell_110749,1342.6621207100459,-39533.75553059069
cell_112072,1975.0873964610169,8611.25274871535
cell_104578,2309.884491419344,6841.537146316338
cell_107491,-1325.759776249172,11785.959715978111
cell_113217,5400.0843630525815,-1918.6617643872014
cell_30046,5015.4024641458545,6854.951890331961
cell_109916,-2224.1570012569073,14567.173710636067
cell_108422,-2981.5785149852886,14706.990400339659
cell_110684,-3488.743810483405,13710.288628029759
cell_107581,624.5761821915651,-40254.83819698203
cell_112844,5611.661782345708,-6084.101646189402
cell_111591,1495.999911752543,8478.210393967714
cell_108621,1595.989624103838,-39721.78186127888
cell_108073,2605.5048933151,7120.9499993609525
cell_16200,-1441.7897315422185,11751.820204314767
cell_15334,-2765.723268153115,-29511.59052710686
cell_14996,-4849.425804157598,11445.967407739525
cell_108875,-3612.1537702642204,15683.136078024232
cell_111002,1573.4749400986746,7792.039382913675
cell_107963,-2303.084982492743,15437.985934740276
cell_111783,-1026.0299515507068,11809.262493524668
cell_28551,2193.5677475026555,-37749.909904859014
cell_108880,3751.685189600902,5397.556847426244
cell_112697,-3411.877127817541,12288.563205835015
cell_109196,-1158.874279120932,-39913.215632929794
cell_15839,-2397.1561609757205,9389.305626567477
cell_113717,2229.5857665400404,-38126.360183077784
cell_110413,-3136.5135536138273,15461.661693643568
cell_110996,803.6105408965519,8025.522744947563
cell_106501,-2109.293703575678,12244.502716239536
cell_106020,1594.016044814182,-42420.27112685409
cell_111581,-3358.1527304080055,13444.095322352123
cell_106342,1593.0881010452845,8263.376340586909
cell_111549,-3642.756469990281,12540.93732703808
cell_104179,3176.852753140337,4807.016485481944
cell_108318,41.963182189803405,-36326.666772551696
cell_109215,-4892.011590226356,12079.764798119904
cell_28142,2793.772117480138,14110.85872505712
cell_16085,-1007.0234501825173,-36786.05821171956
cell_109753,-3439.5060380537466,15559.803373697163
cell_103361,4572.062760778394,1032.298995280627
cell_112914,1228.9652609748016,9552.581078886224
cell_28771,2759.128132482503,11817.310106216584
cell_28046,3936.9152770711075,8734.046861542638
cell_29652,6702.181097078036,-6803.64104841436
cell_28207,3635.6647125184263,10100.9808365619
cell_29474,2668.9846581886395,14557.565495803536
cell_103509,-664.6883614568823,13063.261471597756
cell_27787,943.695257870607,12009.135942007311
cell_109420,2160.8035963086436,7038.710932145104
cell_107410,-1709.4657295523282,12515.087761665261
cell_103462,-3143.952048444212,14415.777220656495
cell_108745,3033.3685109232765,6062.329212866747
cell_28655,4710.733015544389,7086.574506391383
cell_27955,2237.286612168142,14740.851706239973
cell_111621,-3889.505688499485,14325.537491985573
cell_15700,-1839.6997867781176,-39829.15708437307
cell_105845,-2779.550960832802,13150.799684618158
cell_114315,-2500.91899183504,14271.5150391056
cell_30201,-409.4848882290927,15122.657224347047
cell_111908,-1286.2531997717322,12471.286966704558
cell_103297,-2591.6459241430384,-32603.149579218236
cell_112786,-2375.078646516825,11848.613417858427
cell_114335,5705.494019188216,-1802.4405515809042
cell_28510,1610.2272827713123,13907.020034100931
cell_29833,3515.9891610511772,10229.1419271523
cell_113344,3995.106518250925,4935.384083374908
cell_112947,-1727.571436238252,-34197.18243476538
cell_112637,-3229.132453744499,11309.105099300614
cell_104243,1219.7273772298836,7833.560857739295
cell_105533,-4251.525873195764,13706.628068313457
cell_111566,663.6759811545818,9680.391665187857
cell_111839,-2247.0777420521854,15324.740517979897
cell_28154,2930.436747609594,15553.821183280234
cell_105585,-3463.3481060944437,13226.813082806164
cell_109031,1299.9067175714795,-40586.06012150254
cell_112360,4366.236841370507,4699.85843060434
cell_15364,-4974.995619003237,9471.121988595183
cell_105135,613.2885987786456,-35727.5349134707
cell_113373,-2146.110160242512,14763.271824529986
cell_14420,-3532.529640006594,-29783.894649620266
cell_106957,5340.930989196632,-4651.1452521782385
cell_112768,-2635.328487879155,14531.796652427905
cell_14733,774.0708588477277,10981.987089673692
cell_29209,569.4634797316586,15060.51174954985
cell_111615,129.6523896289853,-38821.91630149056
cell_103935,-4892.954914523776,14167.46681100077
cell_28500,3348.3133742266587,15033.072021571765
cell_111344,-1611.1905984552213,12404.352473046423
cell_114513,-2618.718364720423,12500.596710589432
cell_29935,4680.586547402004,7490.6985192364955
cell_113649,-1858.2060148713729,-34132.95320770581
cell_29824,1533.6225957943377,14121.03812333743
cell_108766,2691.843016133763,5772.63678263433
cell_112707,-5362.033904831432,12565.739737690566
cell_15626,-3094.247929170372,10822.04275188889
cell_15498,-2542.2348850418875,10758.93495514809
cell_104753,3449.2880226522007,6694.235903117423
cell_104515,-2170.641917022065,14537.370586501873
cell_110169,579.4217164500619,-39784.66336297222
cell_15945,-3222.0806438782975,-28663.201057443206
cell_110831,-1651.4190933177972,10396.028327051848
cell_105467,6026.497698959853,-7170.322971239022
cell_112650,-3044.6509594332365,13358.159604548593
cell_109689,-3121.4644875361687,-28616.57662621356
cell_111748,-2563.7597536264584,14854.646001404328
cell_103917,-3245.36747122949,14163.468360941797
cell_112155,-1627.1737457884442,-34755.168116166504
cell_14805,-239.81317582293872,8815.202104313066
cell_15743,-3633.5909580574776,10942.394643698077
cell_107319,-1331.326254140383,12508.18873844147
cell_112157,2638.165034981123,7455.902584166599
cell_105308,-3144.830604858926,15108.093725835068
cell_112091,-2893.212593806921,15135.225418243701
cell_30422,3256.9829714477924,9712.128515294187
cell_108841,1814.5196148529888,7826.775146332583
cell_14615,-1570.372956070087,9403.057406782975
cell_107567,370.07755164121676,-35903.259292855946
cell_106827,-942.6792647993675,-39369.62261559351
cell_105714,2824.043332123896,5594.172378176682
cell_16050,931.452543079415,6299.788152146001
cell_105967,-2776.118638601176,13614.093324358146
cell_105691,34.62537279206417,-35984.53975063251
cell_111777,2633.90470258696,7716.109724110067
cell_103630,-2488.1897555220003,11565.884205518745
cell_105991,-3381.885917405664,-28060.788139203854
cell_112220,-3220.1626614801876,15046.211394925384
cell_107852,6317.313213369332,-5103.19778735565
cell_113847,1705.0894907215159,-38486.136749250094
cell_106055,-2176.2940465036454,13928.01295613527
cell_103866,-3442.4002777723967,15770.69721049794
cell_110714,-2901.340887651942,13033.59933704421
cell_107761,-850.5488976873764,11237.41747223295
cell_28438,3216.365995772156,15115.623867453427
cell_108290,2711.8645062438113,6536.075060142498
cell_111442,11.472614483053404,9815.089974072394
cell_28868,430.89804194587794,12174.331813864606
cell_29259,3189.301206446801,14612.428383668488
cell_29200,6492.017883682733,-3855.1529391408653
cell_28166,3236.7683383966187,12347.491538655242
cell_113529,6575.1966361343875,-3573.4987191160867
cell_108034,-1853.7590701035854,12130.10223188601
cell_29017,-390.7025492240819,12626.403049134811
cell_15882,-2519.2709356365704,-30091.265643318522
cell_114144,2708.3296021826754,-37084.25284971506
cell_14888,6657.836042879911,-3376.6572700016827
cell_15597,-1494.0826987326368,8945.796422571733
cell_112544,-2952.029077768486,15407.997244683553
cell_106525,3.8227974908141835,-39251.18963644484
cell_107954,-1352.5693167092243,-36194.78770201275
cell_111263,-2698.1888409343283,11484.15218545101
cell_109893,2048.7195399768048,-40493.52690906865
cell_111421,-1578.3932661683718,13570.944401686857
cell_30178,3871.1587202184833,10187.05445002522
cell_110038,4807.9413957030265,4723.470907134269
cell_15103,1577.863036890193,-38440.271185440724
cell_109857,-3713.872802782577,-30940.571509957575
cell_28214,2614.068357525391,12564.902237380924
cell_109910,773.0972518749064,-37730.33562149486
cell_114248,-3230.529039900248,12705.605293421131
cell_110694,3086.055101437901,7312.082525792209
cell_112983,-3249.920552156145,12620.283695446655
cell_104928,7423.430173390472,-7953.630766310637
cell_104130,4576.167147567968,-2033.6207483033265
cell_104294,-3240.2786755801126,15459.668332225354
cell_113750,-1547.5463459275368,11636.717542146203
cell_30380,3890.8995199471738,12449.059228820643
cell_29747,824.9990326293455,14880.09907947857
