,X_draw_graph_fa-0,X_draw_graph_fa-1
cell_7231,820.1367020338615,13978.66434783979
cell_6866,1555.8273356265133,9428.286362151399
cell_7368,1236.4603698966728,11614.100632469272
cell_6006,126.85093269972747,12402.65960344848
cell_6040,2916.6999381750593,7827.004177589664
cell_6694,2418.7512468659575,13498.547655209477
cell_6982,-245.29816486804526,13449.45494385417
cell_5584,4736.3747655224115,4941.972027262372
cell_6843,-186.7646023382026,13983.447079389647
cell_7155,1499.7003074800875,11389.269888979055
cell_5682,1457.5338229039671,9837.449872286188
cell_5487,3626.587111793375,7653.759213435892
cell_7510,-786.1124052504932,12658.912071537858
cell_6713,195.21149447268056,12856.57835801112
cell_6878,4518.589788706336,3782.0849389493455
cell_6957,1276.9972831379548,13380.927591620059
cell_6780,416.05438163677377,9694.422285813229
cell_6622,-1248.1119099214086,11183.863330638016
