0 1170 1350 1323 1143 1193 984 984
-1393 0 1491 1389 975 1522 1445 1218
-1343 -1128 0 1259 900 1450 1447 1215
-1157 -1065 -1155 0 1074 1210 1035 1033
-996 -797 -839 -943 0 1259 1278 1053
-1025 -1075 -1204 -1125 -1331 0 536 1034
-853 -988 -1146 -970 -1316 -508 0 666
-1163 -1188 -1446 -1271 -1457 -1180 -771 0
